samplingPoint.notation,PERMIT_REF,VERSION,OUTLET_NUMBER,EFFLUENT_NUMBER
SW-81121426,SWWA 2214,4,1,1
SW-82310581,NRA-SW-7821,4,1,1
SW-70641813,NRA-SW-7351,3,1,1
SW-81223443,NRA-SW-4999,4,1,1
SW-50951312,041577,4,1,1
SW-70816605,201967,4,1,1
SW-70220171,DRA 1559,5,1,1
SW-E2000039,082162,2,1,1
SW-60030175,EPRAP3820XJ,1,1,1
SW-82514952,300911,4,1,1
SW-81111128,301935,4,1,1
SW-82518083,034544,4,1,2
SW-82311346,302457,3,1,1
SW-91211492,302417,3,1,1
SW-Z6540105,102818,4,1,1
SW-73015023,201127,8,1,1
SW-82528090,NRA-SW-6746,3,1,1
SW-81311021,302956,2,1,1
SW-70501359,203478,2,1,1
SW-82514109,302997,2,1,1
SW-50704490,400673,5,1,1
SW-E4070019,070112,4,1,1
SW-E1000039,101332,4,1,1
SW-B3170303,010101,4,1,1
SW-E4440019,071670,4,1,1
SW-FPF00035,071670,4,2,1
SW-70510024,EPRAP3625XM,1,1,1
SW-A4100123,102937,3,1,1
SW-Z4170103,102713,4,1,1
SW-60600119,100881,7,1,1
SW-C4792900,400622,4,1,1
SW-70641031,203812,4,1,1
SW-60030261,070072,5,1,1
SW-Z1012337,010083,4,1,3
SW-Z1012337,010083,5,1,3
SW-50520131,400607,4,1,1
SW-81940475,NPSWQD002870,2,1,1
SW-50370281,401485,4,1,1
SW-81949910,NPSWQD006230,1,1,1
SW-B0010108,102619,2,1,1
SW-70710453,203080,4,1,2
SW-81950512,NRA-SW-7825,3,1,1
SW-73050626,NRA-SW-3838,3,1,1
SW-70591706,202985,2,1,1
SW-73021857,NRA-SW-7809,3,1,1
SW-72910343,202669,3,1,1
SW-70514530,200819,5,1,1
SW-81922269,302707,7,1,1
SW-82514109,302997,4,1,1
SW-73050205,DRA 1358,5,1,1
SW-70512748,202848,6,1,1
SW-73040149,NRA-SW-3518,4,1,1
SW-70641031,203812,3,1,1
SW-81241117,SWWA 2258,3,1,1
SW-82513322,NRA-SW-3676,3,1,1
SW-81519902,302770,2,1,1
SW-81519904,302772,2,1,1
SW-82519906,302971,2,1,1
SW-70514503,201965,2,1,1
SW-70611292,DRA 1130,6,1,1
SW-70534925,203109,6,1,1
SW-E6000519,081933,2,2,1
SW-81810013,NPSWQD007390,1,1,1
SW-50040982,040001,4,1,1
SW-50210334,401518,5,1,2
SW-Z1010803,102272,4,1,1
SW-A1260106,011987,4,1,1
SW-Z4170137,010528,4,1,2
SW-E1000059,070006,4,1,1
SW-70523556,SWWA 621,2,1,1
SW-50210334,401518,4,1,2
SW-Z1140207,010105,3,1,1
SW-60270774,071220,4,1,1
SW-50550374,040015,4,1,1
SW-B3130408,102536,5,1,1
SW-Z1012103,101637,5,1,1
SW-E2190019,103843,3,1,1
SW-72937209,NRA-SW-0272,3,1,1
SW-63020500,102972,2,1,1
SW-50330344,401961,2,1,2
SW-Z1440102,102735,2,1,1
SW-E2090019,071233,3,1,1
SW-60030539,102409,2,1,1
SW-50900009,041934,2,1,1
SW-60090003,101833,2,1,1
SW-50340037,401783,2,1,1
SW-Z2030411,011723,2,1,1
SW-60060018,EPRAB3098VQ,1,1,1
SW-A4100123,102937,6,1,1
SW-6WXE0568,100854,7,2,1
SW-91222282,301943,5,1,1
SW-50340174,050995,2,1,1
SW-50320013,051023,2,1,1
SW-82512084,NRA-SW-3676,10,1,2
SW-6WXE0169,102819,2,1,1
SW-6WXE0220,103016,2,1,1
SW-6WXE0306,103072,2,1,1
SW-Z1520103,101441,4,1,1
SW-82511192,EPRDP3122XE,1,1,1
SW-E1380519,082174,3,1,1
SW-50230382,400582,2,1,1
SW-C0182100,040171,2,2,1
SW-82010007,EPRBB3693ET,1,1,1
SW-81281691,NRA-SW-6738,3,1,1
SW-70561013,SWWA 42,7,1,1
SW-70814976,DRA 1456,5,1,2
SW-60041975,101112,2,1,1
SW-T1000065,100489,3,1,1
SW-81511550,EPRJP3229GD,2,2,2
SW-70611292,DRA 1130,7,1,1
SW-70510455,202475,7,1,2
SW-81201606,NRA-SW-6975,5,1,1
SW-81201373,NRA-SW-6975,5,2,1
SW-81211521,303000,6,1,1
SW-81219904,303000,8,1,3
SW-81221990,302908,7,1,1
SW-91251648,SWWA 2106,3,1,1
SW-70920133,203299,7,1,1
SW-70817390,203413,6,1,1
SW-81281145,303393,1,1,1
SW-50231071,040080,5,1,2
SW-E7070019,071901,6,1,1
SW-E7070011,071901,6,1,2
SW-6WXE0375,100501/CS/01,3,1,1
SW-50231198,041713,2,1,1
SW-C1263900,041826,2,1,1
SW-70420299,202268,2,1,1
SW-A2270493,010265,6,1,1
SW-A4070439,011348,6,1,1
SW-A2270404,010034,5,1,1
SW-50030007,EPRFB3695RX,1,1,1
SW-6WXE0181,101190,2,1,1
SW-70611080,NRA-SW-7953,4,1,1
SW-Z1010702,102362,5,1,1
SW-Z9420131,012792,2,1,1
SW-82513322,NRA-SW-3676,10,1,1
SW-T1000028,070348,2,1,1
SW-50430188,051266,2,1,1
SW-E1000169,071805,2,1,1
SW-82110020,301080,3,1,1
SW-6WXE0237,102256,2,1,1
SW-E4410449,EPRLP3328GJ,1,1,1
SW-81919917,301654,3,1,1
SW-60110055,EPRJP3122GM,3,9,2
SW-50222001,EPRXP3123KP,1,1,1
SW-70910178,203299,8,1,2
SW-6WXE0413,102782,2,1,1
SW-6WXE0279,100841,2,01,01
SW-6WXE0137,101688,2,1,1
SW-60030545,102539,2,1,1
SW-60030006,103285,2,1,1
SW-70611155,EPRCB3393EM,1,1,1
SW-81231751,15/47/41/P/6,6,1,1
SW-82310581,NRA-SW-7821,6,1,1
SW-60120002,011333,2,1,1
SW-81950927,NRA-SW-5475,8,1,1
SW-50210025,400696,2,1,1
SW-72940174,202463,6,1,1
SW-70531035,DRA 308,6,1,1
SW-50260323,040622,2,1,1
SW-50280549,041927,2,1,1
SW-50360005,050999,2,1,1
SW-50040005,402061,2,1,1
SW-50340050,402045,2,1,1
SW-Z1160121,010196,2,1,1
SW-E4000019,072373,6,1,1
SW-50240233,043333,2,1,1
SW-73030252,DRA 1155,5,1,1
SW-73040172,DRA 1382,6,1,1
SW-73031112,NRA-SW-0005,6,1,1
SW-81950512,NRA-SW-7825,5,1,1
SW-72811036,NRA-SW-6967,5,1,1
SW-70220150,NRA-SW-6684,5,1,1
SW-70810017,203154,2,1,1
SW-73042490,EPREB3891AK,2,1,1
SW-70531024,203113,9,1,1
SW-50310005,EPRGB3897VR,1,1,1
SW-81521724,NRA-SW-5293,9,1,1
SW-70111020,202394,6,1,1
SW-70630289,DRA 1196,7,1,1
SW-70910177,202413,5,1,1
SW-70420223,NRA-SW-3869,6,1,1
SW-70720139,NRA-SW-0257,6,1,1
SW-B0050203,010002,6,1,1
SW-B0050226,010002,6,2,1
SW-60200030,101600,2,1,1
SW-50440153,043231,2,2,2
SW-50440129,043235,2,2,1
SW-C7039000,043281,2,1,1
SW-C7018000,401056,2,3,3
SW-81261500,303497,2,1,1
SW-70710021,EPRZB3132AF,1,1,1
SW-A4070449,101367,2,1,1
SW-6WXE0035,100438,2,1,1
SW-6WXE0042,100444,2,1,1
SW-6WXE0059,101241,2,1,1
SW-6WXE0057,101244,2,1,1
SW-50230036,EPRDB3593NA,1,1,1
SW-81271530,EPRNB3138AF,1,1,1
SW-50230742,401861,2,1,1
SW-60220029,EPRWB3090NY,1,1,1
SW-60030109,103688,2,1,1
SW-81910019,302337,2,1,1
SW-81310207,300594/FU/01,8,1,1
SW-81910519,302506,6,1,1
SW-81251653,NRA-SW-6743,5,1,1
SW-70540233,DRA 1355,6,1,1
SW-82514109,302997,5,1,1
SW-70812794,203206,5,2,1
SW-70570178,203275,5,1,1
SW-70414515,202411,6,1,1
SW-50210537,043264,2,1,1
SW-60260040,EPRGB3096VB,1,1,1
SW-6WXE0058,101240,2,1,1
SW-6WXE0019,103044,2,1,1
SW-6WXE0018,101187,2,1,1
SW-6WXE0049,101649,2,1,1
SW-6WXE0053,102492,2,1,1
SW-6WXE0044,102704,2,1,1
SW-6WXE0060,101825,2,1,1
SW-50430127,401058,2,1,1
SW-50540137,401223,2,1,2
SW-50210755,040056,6,1,1
SW-81917809,SWWA 135,3,1,1
SW-60130020,EPRUB3132AX,1,1,1
SW-81521933,NRA-SW-5172,2,1,1
SW-70723269,EPRWP3997EP,1,1,1
SW-6WXE0479,NPSWQD006726,2,1,1
SW-C1475900,043172,2,1,1
SW-Z8480272,EPRSP3897EA,1,1,1
SW-C1475900,043172,3,1,1
SW-70920806,NRA-SW-0597,2,1,1
SW-50350009,EPRRP3722XW,1,1,1
SW-70531189,DRA 936,11,1,1
SW-60131506,102190,7,1,1
SW-A2270493,010265,7,1,1
SW-6WXE0494,010265,7,1,3
SW-50959903,401354,8,1,3
SW-50959903,401354,9,1,3
SW-70710315,202711,7,1,1
SW-70710320,202711,7,1,2
SW-81220140,301142,10,1,1
SW-50231700,EPRRP3927GN,1,1,1
SW-E2030049,102395,4,1,1
SW-6WXE0523,101440,5,2,1
SW-50361265,402276,2,1,1
SW-82110280,EPRZP3223GP,1,1,1
SW-50280003,401655,2,1,1
SW-70630680,EPREB3298VG,1,1,1
SW-73010882,EPRXP3222GD,1,1,1
SW-50220857,041892,2,1,1
SW-A4070138,010415,2,1,1
SW-E3000069,EPRZB3799NK,1,2,1
SW-6WXE0157,070693,3,1,1
SW-70420029,202017,3,1,1
SW-6WXE0316,103417,3,1,1
SW-6WXE0385,402082,3,1,1
SW-6WXE0389,EPRBB3193AR,2,1,1
SW-6WXE0412,NPSWQD002415,3,1,1
SW-60220028,012954,2,1,1
SW-6WXE0545,101462,7,2,1
SW-6WXE0163,102781,2,1,1
SW-70510018,203915,3,1,1
SW-6WXE0111,010701,4,1,1
SW-50040982,040001,8,1,1
SW-6WXE0480,040001,8,2,1
SW-81290125,NRA-SW-6981,5,1,1
SW-6WXE0438,NPSWQD010267,2,1,1
SW-6WXE0260,100467,3,1,1
SW-6WXE0200,102070,2,1,1
SW-6WXE0274,013108,3,1,1
SW-73030135,201456,3,1,1
SW-91253818,NRA-SW-6621,4,1,1
SW-60010821,101442,6,1,1
SW-E4030019,102195,4,1,1
SW-50210023,EPRPP3722XE,1,1,1
SW-50310004,EPRSP3121GF,1,1,1
SW-E8150019,EPRYB3693NW,1,1,1
SW-Z4170204,010054,6,1,1
SW-6WXE0467,102555,3,1,1
SW-Z1012341,010083,8,1,2
SW-6WXE0492,102218,6,1,3
SW-81414840,EPRHP3822GV,1,1,1
SW-81950781,EPRTP3297EG,1,1,1
SW-81950781,EPRTP3297EG,2,1,1
SW-60220023,EPRWP3722GU,1,1,1
SW-82310115,EPREB3093RZ,1,2,1
SW-81810195,303191,2,1,1
SW-81522761,EPRDB3596AF,1,1,1
SW-A4070108,010024,5,1,1
SW-6WXE0541,042464,8,2,1
SW-70520007,202560,3,1,1
SW-6WXE0548,101543,5,2,1
SW-6WXE0097,050763,2,1,1
SW-6WXE0109,021674,2,1,1
SW-82310005,303166,2,1,1
SW-50340201,040461,2,1,1
SW-C1496900,040530,2,1,1
SW-60060003,103299,2,1,1
SW-C1992900,041678,2,1,1
SW-81940591,NRA-SW-0160,2,1,1
SW-6WXE0511,401338,5,1,2
SW-72920157,203792,5,1,1
SW-6WXE0419,EPRAP3922XM,2,1,1
SW-70420030,NRA-SW-5596/R,3,1,1
SW-60070015,EPREB3795RG,1,1,1
SW-6WXE0073,100740,2,1,1
SW-70640006,203920,3,1,1
SW-6WXE0238,102379,2,1,1
SW-81272479,NRA-SW-6982,3,1,1
SW-6WXE0357,100510/CS/01,2,1,1
SW-6WXE0206,100590/CS/01,2,1,1
SW-6WXE0398,070230,2,1,1
SW-50240265,402179,3,1,1
SW-50900004,401697,2,1,1
SW-70641860,203388,6,2,1
SW-E8100009,070005,5,1,1
SW-6WXE0483,070005,5,2,1
SW-50340496,040628,7,1,1
SW-73010855,202367,8,1,1
SW-81261456,NRA-SW-3794,8,1,1
SW-60220029,EPRWB3090NY,2,1,1
SW-6WXE0222,101279,3,1,1
SW-81010892,15/47/1/P/9,7,1,1
SW-6WXE0108,021440,2,1,1
SW-6WXE0235,013134,3,1,1
SW-6WXE0329,102396,3,1,1
SW-6WXE0400,102304,3,1,1
SW-70641028,203812,6,1,2
SW-6WXE0341,102571,2,1,1
SW-E1380040,102049,5,1,1
SW-6WXE0366,013268,2,1,1
SW-Z7500105,100673,10,1,1
SW-50951082,042451,6,1,2
SW-60131506,102190,9,1,1
SW-50250621,041631,4,1,1
SW-81520533,303147,2,1,1
SW-70110131,003269,1,1,1
SW-70531606,SWWA 2475,6,1,1
SW-70531606,SWWA 2475,7,1,1
SW-50530190,041353,6,1,1
SW-6WXE0529,041353,5,1,2
SW-50211228,040014,6,1,1
SW-60032275,101431,7,1,1
SW-50540186,401025,4,1,1
SW-Z5012921,010031,7,1,2
SW-6WXE0088,401429,2,1,1
SW-6WXE0176,010883,3,1,1
SW-6WXE0117,402453,2,1,1
SW-FPF00067,NRA-SW-6741,5,1,2
SW-6WXE0505,102816,6,2,1
SW-6WXE0516,010299,5,2,1
SW-50700369,042618,5,1,1
SW-6WXE0587,101966,2,2,1
SW-B0090108,010579,2,1,1
SW-6WXE0433,103856,3,1,1
SW-E4170019,070026,5,1,1
SW-6WXE0499,071889,5,1,2
SW-50340473,040040,2,1,2
SW-70712263,NRA-SW-5295,7,1,1
SW-91251612,NRA-SW-0007,6,1,1
SW-6WXE0425,102277,2,1,1
SW-6WXE0139,101687,3,1,1
SW-60131506,102190,10,1,1
SW-60010603,100930,6,1,1
SW-60010821,101442,7,1,1
SW-6WXE0494,010265,8,1,3
SW-Z8480205,102943,6,1,1
SW-E7030019,070038,5,1,1
SW-81931398,EPRBB3192AW,1,1,1
SW-50311172,040059,6,2,1
SW-81814994,NRA-SW-3407,2,1,1
SW-50900722,041324,6,1,1
SW-6WXE0354,070910,4,1,1
SW-6WXE0327,041306,4,1,1
SW-6WXE0527,010156,6,2,1
SW-6WXE0584,102523,4,1,2
SW-6WXE0104,103786,2,1,1
SW-E3110029,102510,4,1,1
SW-6WXE0075,102698,2,1,1
SW-50360002,402493,2,1,1
SW-91222282,301943,7,1,1
SW-B3130534,101363,2,1,1
SW-E7000029,070130,6,1,1
SW-6WXE0241,101790,2,1,1
SW-6WXE0347,102083,2,1,1
SW-6WXE0278,101799,2,1,1
SW-50320014,EPRJB3394RS,1,1,1
SW-50240314,040119,5,1,1
SW-6WXE0251,102882,2,1,1
SW-81951578,300865,3,1,1
SW-60010005,071574,5,1,1
SW-6WXE0138,102689,2,1,1
SW-50340986,400709,2,1,1
SW-70420030,NRA-SW-5596/R,4,1,1
SW-6WXE0478,011560,9,2,1
SW-60031395,101543,6,1,1
SW-50450110,401336,7,1,1
SW-50240544,402466,5,1,1
SW-E1000039,101332,8,1,1
SW-C1528900,050710,2,1,1
SW-50580185,040725,6,1,1
SW-60031911,070087,5,1,1
SW-60031911,070087,6,1,1
SW-FPF00027,070087,6,2,2
SW-6WXE0239,100875,2,1,1
SW-50280002,400788,2,1,1
SW-50320568,401402,3,1,1
SW-73020009,200175/PA/01,2,1,1
SW-70810031,200186/SA/01,2,1,1
SW-70711743,203562,6,1,1
SW-70723485,SWWA 2251,3,1,1
SW-70512045,EPRGB3999NW,1,1,1
SW-70711714,NRA-SW-3983,7,1,1
SW-E2160019,072317,5,1,1
SW-6WXE0504,072317,5,3,1
SW-82219030,EPRYP3522XD,1,1,1
SW-6WXE0560,102716,4,2,1
SW-6WXE0542,102629,5,1,2
SW-70723485,SWWA 2251,4,1,1
SW-50240333,043472,2,1,1
SW-50240333,043472,3,1,1
SW-6WXE0582,401794,2,1,1
SW-70530032,EPRBB3598AZ,2,1,1
SW-81011010,302993,8,1,2
SW-81251653,NRA-SW-6743,6,1,1
SW-E1250006,102020,4,2,1
SW-E1250006,102020,5,2,1
SW-6WXE0292,101888,2,1,1
SW-50210530,041321,6,1,1
SW-81930191,NRA-SW-7201,5,1,1
SW-50311068,402509,5,1,2
SW-Z1012402,102840,6,1,1
SW-Z1520103,101441,6,1,1
SW-Z1012702,102361,7,1,1
SW-B3130408,102536,7,1,1
SW-E7100011,070038,6,1,2
SW-E4030019,102195,8,1,1
SW-50331384,040055,3,1,1
SW-Z1011505,102718,6,1,1
SW-Z8480219,103731,5,1,1
SW-6WXE0522,102362,8,1,2
SW-6WXE0501,102408,7,1,2
SW-E7070019,071901,7,1,1
SW-Z3120103,010071,8,1,1
SW-70812669,203442,11,1,1
SW-72911631,DRA 459,11,1,1
SW-82410287,NRA-SW-5666,8,1,1
SW-70622019,NRA-SW-6984,10,2,1
SW-50310244,040010,6,3,1
SW-70720812,200357/FN/01,6,1,1
SW-70220171,DRA 1559,8,1,1
SW-70632330,NRA-SW-6620,8,1,1
SW-6WXE0563,102050,7,1,2
SW-6WXE0554,071609,7,1,2
SW-FPF00021,071853,7,1,2
SW-B0020154,102107,9,1,1
SW-E1380040,102049,6,1,1
SW-FPF00022,102222,8,2,1
SW-60060613,102486,9,1,1
SW-73010245,203126,4,1,1
SW-70591632,DRA 262,8,1,1
SW-73115173,002673,9,1,1
SW-73010276,004665,4,1,1
SW-C4002700,401739,8,1,2
SW-81510639,302530,8,1,1
SW-6WXE0508,102152,7,2,1
SW-6WXE0508,102152,9,2,1
SW-81310286,SWWA 572,2,1,1
SW-6WXE0521,401089,8,2,1
SW-50331592,043204,8,1,1
SW-50340493,040628,8,1,2
SW-81915036,302947,2,1,2
SW-6WXE0542,102629,7,1,2
SW-6WXE0561,010304,8,2,1
SW-Z7500105,100673,12,1,1
SW-60060613,102486,7,1,1
SW-81112293,303247,5,1,1
SW-60110040,EPRXP3321GD,4,1,1
SW-50310286,040010,7,1,1
SW-82519906,302971,3,1,1
SW-82519904,302973,3,1,1
SW-81261456,NRA-SW-3794,9,1,1
SW-6WXE0561,010304,9,2,1
SW-Z4170103,102713,9,1,1
SW-60032778,070069,5,1,1
SW-50210755,040056,7,1,1
SW-E3020019,101456,6,1,1
SW-50320394,040093,9,1,1
SW-50330535,402296,5,1,1
SW-50370333,401495,7,1,1
SW-60250671,071228,7,1,1
SW-B0010601,102443,5,1,1
SW-H1210290,303347,10,1,1
SW-50210476,401380,2,3,1
SW-82515184,302998,6,1,1
SW-72931092,200411,6,1,1
SW-70550126,201437,13,1,1
SW-A3200244,010080,7,1,2
SW-E3110031,070154,7,2,1
SW-6WXE0488,071220,6,1,3
SW-60032277,101431,8,1,2
SW-60010821,101442,8,1,1
SW-50260518,401382,7,1,2
SW-70210166,202563,7,1,1
SW-82528141,15/49/281/P/16,10,2,1
SW-81911011,NRA-SW-1719,3,1,1
SW-81916653,15/48/231/P/19,8,1,1
SW-70630289,DRA 1196,10,1,1
SW-81930912,302298,9,1,1
SW-FPF00063,302298,9,1,2
SW-91221518,NRA-SW-3765,8,1,1
SW-82511153,303683,7,1,1
SW-FPF00080,303620,2,1,2
SW-73111264,NRA-SW-0411,7,1,1
SW-70424812,002728/FN/01,9,1,1
SW-E3090019,102289,5,1,1
SW-6WXE0497,070026,6,1,2
SW-70512015,202626,1,1,2
SW-81950832,15/48/22/P/5,7,1,1
SW-81271210,15/47/52/P/11,7,1,1
SW-70538781,203109,10,1,2
SW-E1200019,070076,6,1,1
SW-E1200019,070076,7,1,1
SW-70581015,203020,8,1,1
SW-82519902,302975,3,1,1
SW-50330344,401961,7,1,2
SW-50331086,040037,7,1,1
SW-B0010124,021551,1,1,1
SW-50951312,041577,1,1,1
SW-50240368,041613,1,1,1
SW-E8100039,070115,1,1,1
SW-E6280040,070119,1,3,1
SW-B0050114,021634,1,1,1
SW-50550137,041690,1,1,1
SW-Z8480268,011463,1,2,1
SW-50320195,041847,1,1,1
SW-50210026,041856,1,1,1
SW-50810248,041891,1,1,1
SW-50270191,041957,1,1,1
SW-70920121,004296/TF/01,1,1,1
SW-70920120,004296/TF/01,1,2,1
SW-73080434,004378/TF/01,1,1,1
SW-50340223,042479,1,2,1
SW-B0010618,010003,1,1,2
SW-A2270483,011737,1,1,1
SW-A2270496,011739,1,1,1
SW-50040982,040001,1,1,1
SW-50211228,040014,1,1,1
SW-50550374,040015,1,1,1
SW-50210792,040029,1,2,1
SW-FPF00096,203662,7,1,2
SW-E4000049,101331,8,1,1
SW-73010826,203430,3,1,1
SW-70531189,DRA 936,12,1,1
SW-81515954,303233,8,1,1
SW-50310244,040010,8,3,1
SW-FPF00017,102712,7,2,1
SW-50370440,400972,11,1,1
SW-C4002700,401739,12,1,2
SW-91259001,303090,5,1,2
SW-E2000033,070199,1,1,1
SW-E2050029,070335,1,1,1
SW-Z1012005,011342,1,1,1
SW-Z8480269,011355,1,1,1
SW-50440194,042116,1,1,1
SW-50050233,042157,1,2,1
SW-70534925,002250/FN/02,1,1,1
SW-Z4170140,011553,1,1,1
SW-Z3110139,011563,1,2,1
SW-82528165,034556/TF/01,1,1,1
SW-82511125,034589/PW/01,1,1,1
SW-81913785,034614/PW/01,1,1,1
SW-81520190,034695/WW/01,1,1,1
SW-50230288,042321,1,1,1
SW-50231113,042355,1,1,1
SW-50340652,042362,1,1,1
SW-Z1012103,010018,1,1,1
SW-Z5012901,010031,1,1,1
SW-A0360117,010032,1,1,2
SW-Z1150115,010036,1,2,1
SW-Z1011401,010037,1,1,1
SW-Z1510103,010041,1,1,1
SW-Z1012702,010056,1,1,1
SW-Z5012819,010079,1,1,1
SW-A0340108,010088,1,1,1
SW-Z1012344,012008,1,1,1
SW-50231071,040080,1,1,2
SW-50540184,040091,1,1,2
SW-50240544,040099,1,1,1
SW-50580150,040100,1,1,1
SW-50250651,040143,1,1,1
SW-Z1010524,010188,1,1,1
SW-Z1460133,012130,1,2,2
SW-A3190253,012410,1,2,1
SW-C1565900,040382,1,1,1
SW-50370235,040415,1,1,2
SW-50900005,040439,1,1,1
SW-B3130525,012542,1,1,1
SW-61000036,012722,1,1,1
SW-50820144,040547,1,1,1
SW-50050642,040630,1,1,1
SW-6WXE0396,040634,1,1,1
SW-A1320208,010591,1,1,1
SW-E1270029,012751,1,1,1
SW-E2060025,012775,1,1,1
SW-E2030099,013098,1,1,1
SW-50360179,050895,1,1,1
SW-50342856,050938,1,1,1
SW-C1243900,050953,1,1,1
SW-50342325,050963,1,1,1
SW-C1299900,042892,1,1,1
SW-Z6540154,010118,1,1,1
SW-Z1010109,010137,1,1,1
SW-50440215,040272,1,1,1
SW-C4221700,043204,1,2,1
SW-50440149,043232,1,1,1
SW-50250226,043250,1,3,1
SW-50540139,043276,1,1,2
SW-C1478900,043291,1,1,1
SW-50331283,043311,1,1,1
SW-50311388,043369,1,1,1
SW-50211509,050104,1,2,1
SW-50340816,050108,1,1,1
SW-A4070137,010463,1,1,1
SW-50220186,040638,1,1,1
SW-50950691,050680,1,1,1
SW-50220115,050693,1,1,1
SW-50250298,050701,1,1,1
SW-50240155,050703,1,1,1
SW-50210292,050721,1,1,1
SW-50231093,050724,1,1,1
SW-50260411,050748,1,1,1
SW-50450379,040864,1,1,1
SW-C1495900,040973,1,1,1
SW-50231144,050996,1,1,1
SW-50210329,041322,1,1,1
SW-50210334,041322,1,1,2
SW-50342794,051248,1,1,1
SW-A2290118,021375,1,1,1
SW-50530190,041353,1,1,1
SW-50211918,041461,1,1,1
SW-Z2030428,021459,1,1,1
SW-E0910099,070408,1,1,1
SW-50520192,041128,1,1,1
SW-E1380039,070004,1,1,1
SW-60030539,070009,1,1,1
SW-60032275,070047,1,1,1
SW-E4320029,070055,1,1,1
SW-60032778,070069,1,1,1
SW-E2220019,070073,1,1,1
SW-60010752,070079,1,1,1
SW-60031168,070086,1,1,1
SW-60031911,070087,1,1,1
SW-E8000019,070093,1,1,1
SW-70550107,200292/TR/01,1,1,1
SW-70510225,200296/SP/01,1,1,1
SW-70531112,200307/TR/01,1,1,1
SW-50342451,400056/TR/01,1,1,1
SW-50590665,400065/PA/01,1,1,1
SW-50340750,400148/PA/01,1,1,1
SW-70710311,200363/FN/01,1,1,1
SW-72940662,200365/FN/01,1,1,1
SW-50340035,400420,1,1,1
SW-50350002,400454,1,1,1
SW-E8000249,070742,1,1,1
SW-70630289,DRA 1196,1,1,1
SW-72912756,DRA 1330,1,1,1
SW-E2190029,081926,1,1,1
SW-60018930,081931,1,4,1
SW-E0190019,070988,1,1,1
SW-E8180419,081976,1,1,1
SW-60250659,082091,1,1,1
SW-70725750,DRA 1554,1,1,1
SW-70231420,DRA 403,1,1,1
SW-70711130,DRA 425,1,1,1
SW-70220115,DRA 441,1,1,1
SW-72911631,DRA 459,1,1,1
SW-70522687,DRA 48,1,1,1
SW-60250502,071005,1,1,1
SW-E2220039,082175,1,1,1
SW-E1510029,082177,1,1,1
SW-E1002919,071168,1,1,1
SW-73031069,DRA 1039,1,1,1
SW-60030523,081655,1,1,1
SW-60590249,081794,1,1,1
SW-60590428,081795,1,2,1
SW-60590425,081795,1,3,1
SW-73060224,DRA 1463,1,1,1
SW-70232709,DRA 1516,1,1,1
SW-73080552,DRA 1538,1,1,1
SW-E1310049,082116,1,1,1
SW-60011181,082138,1,1,1
SW-E8430219,082145,1,1,1
SW-60010552,071045,1,1,1
SW-E8150039,071082,1,1,1
SW-E4140019,071221,1,1,1
SW-E0910019,082303,1,1,1
SW-60110116,082320,1,1,1
SW-E0910299,082345,1,1,1
SW-E0910699,082348,1,1,1
SW-E1380509,082352,1,1,1
SW-Z1010604,100013,1,1,1
SW-82210388,300192/PA/01,1,1,1
SW-82314975,300248/FN/01,1,1,1
SW-82712690,300394/FN/02,1,1,1
SW-70710014,NRA-SW-0168,1,1,1
SW-E1200089,071775,1,1,1
SW-E1002809,071830,1,1,1
SW-E2030051,071853,1,2,1
SW-E2090039,072042,1,1,1
SW-E1000098,072358,1,1,1
SW-60220050,072462,1,1,1
SW-E2230009,072480,1,1,1
SW-A2290136,021454,1,1,1
SW-73040650,NRA-SW-3226,1,1,1
SW-E3160209,071403,1,1,1
SW-60032839,071485,1,1,1
SW-60031311,071486,1,1,1
SW-81020112,300436/FN/01,1,1,1
SW-73063274,NRA-SW-0073,1,1,1
SW-81202009,NRA-SW-0082,1,1,1
SW-70552093,NRA-SW-0089,1,1,1
SW-E2030041,071969,1,2,1
SW-81511725,15/48/174/P/1,1,1,1
SW-81950709,15/48/22/P/29,1,1,1
SW-73020009,200175/PA/01,1,1,1
SW-70561173,NRA-SW-0054,1,1,1
SW-70723033,NRA-SW-3454,1,1,1
SW-70232563,NRA-SW-6480,1,1,1
SW-81310280,NRA-SW-6501,1,1,1
SW-81910615,SWWA 149,1,1,1
SW-82710979,NRA-SW-6685,1,1,1
SW-82711511,NRA-SW-6686,1,1,1
SW-81431591,NRA-SW-6689,1,1,1
SW-82710687,SWWA 2082,1,1,1
SW-82210927,SWWA 2110,1,1,1
SW-81250131,SWWA 2413,1,1,1
SW-81111128,NRA-SW-6976,1,1,1
SW-91241704,SWWA 370,1,1,1
SW-70722718,SWWA 375,1,1,1
SW-91241587,NRA-SW-5049,1,1,1
SW-70811659,SWWA 448,1,1,1
SW-70591008,SWWA 507,1,1,1
SW-70532972,SWWA 513,1,1,1
SW-73110737,SWWA 560,1,1,1
SW-82611882,SWWA 592,1,1,1
SW-91222392,SWWA 595,1,1,1
SW-82712467,SWWA 611,1,1,1
SW-81020962,NRA-SW-1734,1,1,1
SW-70723878,NRA-SW-5298,1,1,1
SW-82311796,NRA-SW-1948,1,1,1
SW-70551356,NRA-SW-5387,1,1,1
SW-70512761,NRA-SW-7513,1,1,1
SW-81917493,SWWA 811,1,1,1
SW-70522635,SWWA 92,1,1,1
SW-70512330,NRA-SW-2160,1,1,1
SW-70513860,NRA-SW-2433,1,1,1
