EA_REGION,REGION,PERMIT_REF,VERSION,OUTLET_NUMBER,EFFLUENT_NUMBER,SPT_DESC,EFF_SAMPLE_POINT,EFF_TMEN_CODE,TMEN_DESC,DWF (m3_d),MAX_DAILY (m3_d),MEAN (m3_d),MAX_RATE (l_s),samplingPoint.notation
SW,EA South West Region,302660,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,81411422,29,PACKAGE TREATMENT PLANT,,10.0,,,SW-81411422
SW,EA South West Region,401380,1,2,1,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,50210475,10,LAGOON SETTLEMENT,,3264.0,,38.0,SW-50210475
SW,EA South West Region,201007,1,1,1,TRADE DISCHARGES - PROCESS EFFLUENT - NOT WATER COMPANY,70531199,01,BIOLOGICAL FILTRATION,,3750.0,,45.0,SW-70531199
SW,EA South West Region,401340,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50340388,10,LAGOON SETTLEMENT,600.0,,,,SW-50340388
SW,EA South West Region,100881,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,60600119,22,UV DISINFECTION,8792.0,,,,SW-60600119
SW,EA South West Region,033998/FU/01,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,82315120,,,1258.0,,,,SW-82315120
SW,EA South West Region,NRA-SW-0250,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81211521,,,12000.0,,,,SW-81211521
SW,EA South West Region,302669,1,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,81949912,11,SCREENING,,,,,SW-81949912
SW,EA South West Region,302678,1,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,81949906,11,SCREENING,,,,,SW-81949906
SW,EA South West Region,302677,1,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,81949904,11,SCREENING,,,,,SW-81949904
SW,EA South West Region,201154,1,2,1,TRADE DISCHARGES - COOLING WATER,70531111,99,NONE,,80.0,,1.0,SW-70531111
SW,EA South West Region,100386,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E0910049,22,UV DISINFECTION,6222.0,,,,SW-E0910049
SW,EA South West Region,302190,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,81110168,29,PACKAGE TREATMENT PLANT,,11.7,,,SW-81110168
SW,EA South West Region,300594/FU/01,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81310207,22,UV DISINFECTION,468.0,,,15.0,SW-81310207
SW,EA South West Region,041324,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50900722,01,BIOLOGICAL FILTRATION,370.0,,,,SW-50900722
SW,EA South West Region,DRA 1538,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73080552,,,243.64,,,,SW-73080552
SW,EA South West Region,NRA-SW-5666,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,82410287,01,BIOLOGICAL FILTRATION,162.0,887.0,,10.3,SW-82410287
SW,EA South West Region,NRA-SW-3570,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70531275,,,118.0,,,5.8,SW-70531275
SW,EA South West Region,NRA-SW-2971,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,70531795,,,,10.0,,,SW-70531795
SW,EA South West Region,202275,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,70920101,29,PACKAGE TREATMENT PLANT,,63.0,,,SW-70920101
SW,EA South West Region,202322,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,70910388,29,PACKAGE TREATMENT PLANT,,55.0,,0.65,SW-70910388
SW,EA South West Region,004665,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,73010276,22,UV DISINFECTION,,213.0,,3.0,SW-73010276
SW,EA South West Region,302827,1,1,1,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,81929904,11,SCREENING,11.3,,,,SW-81929904
SW,EA South West Region,401340,1,1,2,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50340377,01,BIOLOGICAL FILTRATION,600.0,,,,SW-50340377
SW,EA South West Region,004679,3,4,1,AGRICULTURE - FISH FARMING - WATER COMPANY,G0550322,,,,73440.0,,850.0,SW-G0550322
SW,EA South West Region,004298/TF/01,2,1,1,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,70826030,10,LAGOON SETTLEMENT,,4546.0,,53.0,SW-70826030
SW,EA South West Region,200534/TF/01,2,1,1,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,G0425010,99,NONE,,4364.0,,50.51,SW-G0425010
SW,EA South West Region,100854,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Z8490104,01,BIOLOGICAL FILTRATION,1791.0,,,,SW-Z8490104
SW,EA South West Region,100919,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,60030148,01,BIOLOGICAL FILTRATION,,23.0,,,SW-60030148
SW,EA South West Region,301266,1,1,1,TRADE DISCHARGES - SITE DRAINAGE,81910618,10,LAGOON SETTLEMENT,,,,,SW-81910618
SW,EA South West Region,300098,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,81220278,29,PACKAGE TREATMENT PLANT,,10.2,,,SW-81220278
SW,EA South West Region,401068,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50050229,22,UV DISINFECTION,290.0,,,,SW-50050229
SW,EA South West Region,102000,1,1,1,TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW),60520001,33,MEMBRANE FILTRATION,,100.0,,1.16,SW-60520001
SW,EA South West Region,102020,1,1,1,TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW),E1250005,ZZ,UNSPECIFIED,6500.0,,,100.0,SW-E1250005
SW,EA South West Region,400788,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,50280002,29,PACKAGE TREATMENT PLANT,,9.0,,,SW-50280002
SW,EA South West Region,NRA-SW-0339,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,70420159,,,,10.0,,,SW-70420159
SW,EA South West Region,NRA-SW-5697,2,1,1,TRADE DISCHARGES - MINERAL WORKINGS,70630134,,,,,,,SW-70630134
SW,EA South West Region,NRA-SW-5730,2,1,1,TRADE DISCHARGES - MINERAL WORKINGS,70620125,10,LAGOON SETTLEMENT,,,,,SW-70620125
SW,EA South West Region,200892,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,70813480,01,BIOLOGICAL FILTRATION,,14.1,,,SW-70813480
SW,EA South West Region,201182,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70220621,01,BIOLOGICAL FILTRATION,,5.94,,,SW-70220621
SW,EA South West Region,100963,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Z9390202,01,BIOLOGICAL FILTRATION,2200.0,7515.0,1988.0,87.0,SW-Z9390202
SW,EA South West Region,041519,1,2,1,AGRICULTURE - FISH FARMING - WATER COMPANY,50450145,11,SCREENING,,38880.0,,450.0,SW-50450145
SW,EA South West Region,400820,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,50231113,01,BIOLOGICAL FILTRATION,,14.0,,,SW-50231113
SW,EA South West Region,202853,1,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,70711630,11,SCREENING,,,,,SW-70711630
SW,EA South West Region,302610,1,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,81219918,11,SCREENING,3078.0,,,,SW-81219918
SW,EA South West Region,302619,1,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,81219921,11,SCREENING,1342.0,,,,SW-81219921
SW,EA South West Region,400801,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,50550000,01,BIOLOGICAL FILTRATION,,12.0,,,SW-50550000
SW,EA South West Region,201437,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70550126,01,BIOLOGICAL FILTRATION,6900.0,,,,SW-70550126
SW,EA South West Region,102736,1,1,1,SEWAGE & TRADE COMBINED - UNSPECIFIED,60220027,01,BIOLOGICAL FILTRATION,,14.48,,,SW-60220027
SW,EA South West Region,040080,2,1,2,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,50231071,11,SCREENING,,,,,SW-50231071
SW,EA South West Region,302993,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81010180,22,UV DISINFECTION,215.0,,,,SW-81010180
SW,EA South West Region,NPSWQD001955,1,1,1,TRADE DISCHARGES - MINERAL WORKINGS,81111888,10,LAGOON SETTLEMENT,,9900.0,,175.0,SW-81111888
SW,EA South West Region,103775,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,B0050104,01,BIOLOGICAL FILTRATION,1420.0,,,60.0,SW-B0050104
SW,EA South West Region,010060,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,B3130403,23,ACTIVATED SLUDGE,550.0,,,,SW-B3130403
SW,EA South West Region,010002,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,B0050203,01,BIOLOGICAL FILTRATION,420.0,,,,SW-B0050203
SW,EA South West Region,102713,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Z4170103,01,BIOLOGICAL FILTRATION,527.0,,,,SW-Z4170103
SW,EA South West Region,103199,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,60070004,29,PACKAGE TREATMENT PLANT,,8.7,,,SW-60070004
SW,EA South West Region,203603,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70920826,01,BIOLOGICAL FILTRATION,11.0,,,,SW-70920826
SW,EA South West Region,202731,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70551820,01,BIOLOGICAL FILTRATION,,,,,SW-70551820
SW,EA South West Region,NRA-SW-0237,2,2,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81020612,,,390.0,,,,SW-81020612
SW,EA South West Region,NRA-SW-4009,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81411987,,,310.0,,,,SW-81411987
SW,EA South West Region,203380,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73042480,01,BIOLOGICAL FILTRATION,34.0,,,,SW-73042480
SW,EA South West Region,203223,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70813018,22,UV DISINFECTION,5505.0,,,,SW-70813018
SW,EA South West Region,303194,1,1,1,MISCELLANEOUS DISCHARGES - SWIMMING POOL WATER,81210413,32,NO TREATMENT REQUIRED - GOOD ENGINEERING DESIGN,,71.0,,40.0,SW-81210413
SW,EA South West Region,203348,1,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,70610157,11,SCREENING,,,,,SW-70610157
SW,EA South West Region,303084,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,91261312,01,BIOLOGICAL FILTRATION,174.0,,,,SW-91261312
SW,EA South West Region,303007,1,1,1,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,81919902,11,SCREENING,2151.0,,,,SW-81919902
SW,EA South West Region,202369,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,73082093,29,PACKAGE TREATMENT PLANT,,15.75,,0.2,SW-73082093
SW,EA South West Region,202957,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,70816000,29,PACKAGE TREATMENT PLANT,,6.75,,,SW-70816000
SW,EA South West Region,203012,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,72922654,01,BIOLOGICAL FILTRATION,49.3,,,,SW-72922654
SW,EA South West Region,203011,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73061323,01,BIOLOGICAL FILTRATION,6.1,,,,SW-73061323
SW,EA South West Region,303012,1,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,81919910,11,SCREENING,273.0,,,,SW-81919910
SW,EA South West Region,303013,1,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,81919904,11,SCREENING,410.0,,,,SW-81919904
SW,EA South West Region,102307,1,1,1,TRADE DISCHARGES - PROCESS EFFLUENT - NOT WATER COMPANY,60010845,01,BIOLOGICAL FILTRATION,,400.0,,6.0,SW-60010845
SW,EA South West Region,102712,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,A3190224,23,ACTIVATED SLUDGE,1750.0,,,,SW-A3190224
SW,EA South West Region,201437,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70550126,01,BIOLOGICAL FILTRATION,6900.0,,,,SW-70550126
SW,EA South West Region,102943,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Z8480205,01,BIOLOGICAL FILTRATION,600.0,,,,SW-Z8480205
SW,EA South West Region,102916,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,60220018,01,BIOLOGICAL FILTRATION,2.6,,,,SW-60220018
SW,EA South West Region,102257,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E1000079,10,LAGOON SETTLEMENT,21680.0,,,,SW-E1000079
SW,EA South West Region,301918,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81231159,10,LAGOON SETTLEMENT,3384.0,,,,SW-81231159
SW,EA South West Region,203903,1,1,1,SEWAGE & TRADE COMBINED - UNSPECIFIED,70540790,30,REEDBED,,8.2,,,SW-70540790
SW,EA South West Region,202630,1,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,70511417,11,SCREENING,,,,,SW-70511417
SW,EA South West Region,202717,1,1,1,TRADE DISCHARGES - PROCESS EFFLUENT - NOT WATER COMPANY,70641025,,,,,,,SW-70641025
SW,EA South West Region,202632,1,1,1,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,70510021,11,SCREENING,,,,,SW-70510021
SW,EA South West Region,401776,1,1,1,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,6WXE0068,11,SCREENING,228.0,,,,SW-6WXE0068
SW,EA South West Region,NRA-SW-5654,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73060209,01,BIOLOGICAL FILTRATION,1299.3,2629.9,,30.4,SW-73060209
SW,EA South West Region,203422,1,1,1,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,70813116,99,NONE,,,,,SW-70813116
SW,EA South West Region,303191,1,1,1,TRADE DISCHARGES - MINERAL WORKINGS,81810195,10,LAGOON SETTLEMENT,,17712.0,,,SW-81810195
SW,EA South West Region,15/48/171/P/3A,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81310607,01,BIOLOGICAL FILTRATION,160.0,,,,SW-81310607
SW,EA South West Region,031299/FN/01,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81714844,23,ACTIVATED SLUDGE,8414.0,,,,SW-81714844
SW,EA South West Region,NRA-SW-6741,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,91251625,10,LAGOON SETTLEMENT,96.0,,,,SW-91251625
SW,EA South West Region,15/48/231/P/19,2,2,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81916653,01,BIOLOGICAL FILTRATION,120.0,,,,SW-81916653
SW,EA South West Region,NRA-SW-6685,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,82710979,01,BIOLOGICAL FILTRATION,117.0,,,,SW-82710979
SW,EA South West Region,071196,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,E4150029,01,BIOLOGICAL FILTRATION,1166.0,,,,SW-E4150029
SW,EA South West Region,102818,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,Z6540105,30,REEDBED,2705.0,,,,SW-Z6540105
SW,EA South West Region,012547,2,1,2,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,Z1440119,,,,,,,SW-Z1440119
SW,EA South West Region,010219,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,A4100123,01,BIOLOGICAL FILTRATION,1367.0,,,47.0,SW-A4100123
SW,EA South West Region,203381,1,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,70620018,11,SCREENING,,,,,SW-70620018
SW,EA South West Region,402270,1,1,1,AGRICULTURE - FISH FARMING - WATER COMPANY,C0844000,10,LAGOON SETTLEMENT,,10000.0,,,SW-C0844000
SW,EA South West Region,082091,2,1,1,SEWAGE & TRADE COMBINED - UNSPECIFIED,60250660,01,BIOLOGICAL FILTRATION,,20.0,,,SW-60250660
SW,EA South West Region,203437,1,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,70813020,11,SCREENING,,,,,SW-70813020
SW,EA South West Region,DRA 459,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,72911631,,,55.09,,,,SW-72911631
SW,EA South West Region,NRA-SW-5498,2,1,1,SEWAGE & TRADE COMBINED - UNSPECIFIED,73080991,29,PACKAGE TREATMENT PLANT,,30.0,,,SW-73080991
SW,EA South West Region,303667,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,91210333,01,BIOLOGICAL FILTRATION,31.0,,,,SW-91210333
SW,EA South West Region,303208,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,81211700,29,PACKAGE TREATMENT PLANT,,20.0,,,SW-81211700
SW,EA South West Region,021388,2,1,1,TRADE DISCHARGES - PROCESS EFFLUENT - NOT WATER COMPANY,Z4170106,29,PACKAGE TREATMENT PLANT,,1136.0,,,SW-Z4170106
SW,EA South West Region,NRA-SW-3474,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70531672,01,BIOLOGICAL FILTRATION,155.0,,,,SW-70531672
SW,EA South West Region,SWWA 1137,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70630278,01,BIOLOGICAL FILTRATION,273.0,,,,SW-70630278
SW,EA South West Region,DRA 1518,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,72811566,,,72.28,,,,SW-72811566
SW,EA South West Region,DRA 1516,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70232709,01,BIOLOGICAL FILTRATION,79.55,,,,SW-70232709
SW,EA South West Region,302535,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,82528183,30,REEDBED,,47.6,,2.0,SW-82528183
SW,EA South West Region,103246,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,60050001,01,BIOLOGICAL FILTRATION,20.0,,,,SW-60050001
SW,EA South West Region,401747,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50590229,08,DO NOT USE - USE 40 TO 43 CHEMICAL - PHOSPHATE STRIPPING,2205.0,,,,SW-50590229
SW,EA South West Region,SWWA 2475,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70531606,01,BIOLOGICAL FILTRATION,119.0,,,,SW-70531606
SW,EA South West Region,NRA-SW-0005,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73031112,01,BIOLOGICAL FILTRATION,270.0,,,,SW-73031112
SW,EA South West Region,NRA-SW-3849,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,72936315,,,106.8,,,5.0,SW-72936315
SW,EA South West Region,NRA-SW-3518,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73040149,01,BIOLOGICAL FILTRATION,63.0,,,,SW-73040149
SW,EA South West Region,302782,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,82511920,29,PACKAGE TREATMENT PLANT,,42.38,,,SW-82511920
SW,EA South West Region,300118/FU/01,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,H1814893,22,UV DISINFECTION,625.0,,,,SW-H1814893
SW,EA South West Region,SWWA 14,6,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,91241181,,,,20.0,,,SW-91241181
SW,EA South West Region,203977,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70420146,01,BIOLOGICAL FILTRATION,17.6,,,,SW-70420146
SW,EA South West Region,040014,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50211228,03,TERTIARY BIOLOGICAL,240.0,,,,SW-50211228
SW,EA South West Region,040037,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50331086,01,BIOLOGICAL FILTRATION,308.0,,,,SW-50331086
SW,EA South West Region,103775,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,B0050104,01,BIOLOGICAL FILTRATION,1420.0,,,60.0,SW-B0050104
SW,EA South West Region,204053,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,70581110,29,PACKAGE TREATMENT PLANT,,17.0,,,SW-70581110
SW,EA South West Region,203039,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,70820008,29,PACKAGE TREATMENT PLANT,,9.7,,,SW-70820008
SW,EA South West Region,203034,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70814690,01,BIOLOGICAL FILTRATION,283.0,,,,SW-70814690
SW,EA South West Region,203080,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,70710446,22,UV DISINFECTION,3967.0,,,,SW-70710446
SW,EA South West Region,300705,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,82310127,01,BIOLOGICAL FILTRATION,17698.0,,,,SW-82310127
SW,EA South West Region,103053,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,60220014,01,BIOLOGICAL FILTRATION,48.0,,,,SW-60220014
SW,EA South West Region,041355,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,50330910,01,BIOLOGICAL FILTRATION,75.0,,,,SW-50330910
SW,EA South West Region,203122,1,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,72910429,11,SCREENING,,,,,SW-72910429
SW,EA South West Region,203089,1,1,1,SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY,70610325,11,SCREENING,,,,,SW-70610325
SW,EA South West Region,203102,1,1,1,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,70621435,11,SCREENING,,,,,SW-70621435
SW,EA South West Region,303279,1,1,1,SEWAGE & TRADE COMBINED - UNSPECIFIED,82520010,29,PACKAGE TREATMENT PLANT,,90.0,,,SW-82520010
SW,EA South West Region,071574,2,1,1,TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW),60010862,21,SAND FILTRATION,,1700.0,,,SW-60010862
SW,EA South West Region,010034,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,A2270404,01,BIOLOGICAL FILTRATION,365.0,,,,SW-A2270404
SW,EA South West Region,401692,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,50230028,01,BIOLOGICAL FILTRATION,,17.0,,,SW-50230028
SW,EA South West Region,102593,1,3,1,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,60590245,11,SCREENING,,27300.0,,312.0,SW-60590245
SW,EA South West Region,SWWA 149,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,81910609,29,PACKAGE TREATMENT PLANT,,322.77,,,SW-81910609
SW,EA South West Region,401724,1,1,1,"TRADE DISCHARGES - SITE DRAINAGE (CONTAM SURFACE WATER, NOT WASTE SIT",50360100,16,OIL INTERCEPTOR,,,,,SW-50360100
SW,EA South West Region,100881,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,60600119,22,UV DISINFECTION,8792.0,,,,SW-60600119
SW,EA South West Region,NRA-SW-0002,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,73011323,,,120.0,,,,SW-73011323
SW,EA South West Region,303333,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,81910025,29,PACKAGE TREATMENT PLANT,,11.0,,,SW-81910025
SW,EA South West Region,303258,1,1,1,TRADE DISCHARGES - MINERAL WORKINGS,82310146,30,REEDBED,,432.0,,5.0,SW-82310146
SW,EA South West Region,402188,1,1,1,SEWAGE & TRADE COMBINED - UNSPECIFIED,C1562900,01,BIOLOGICAL FILTRATION,,40.0,,,SW-C1562900
SW,EA South West Region,NRA-SW-0782,5,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,82211842,01,BIOLOGICAL FILTRATION,,172800.0,,,SW-82211842
SW,EA South West Region,NRA-SW-3789,4,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81420271,,,2829.0,,,,SW-81420271
SW,EA South West Region,NRA-SW-4018,3,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,82528028,,,1270.0,,,88.0,SW-82528028
SW,EA South West Region,NRA-SW-6981,2,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81290125,01,BIOLOGICAL FILTRATION,2510.0,,,,SW-81290125
SW,EA South West Region,303397,1,1,1,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,81414866,01,BIOLOGICAL FILTRATION,232.0,,,,SW-81414866
