"COMPANY_NAME","DISCHARGE_SITE_NAME","DISCHARGE_SITE_TYPE_CODE","DSI_TYPE_DESCRIPTION","ADD_OF_DISCHARGE_SITE_LINE_1","ADD_OF_DISCHARGE_SITE_LINE_2","ADD_OF_DISCHARGE_SITE_LINE_3","ADD_OF_DISCHARGE_SITE_LINE_4","ADD_OF_DISCHARGE_SITE_PCODE","DISTRICT_COUNCIL","DISCHARGE_NGR","CATC_NAME","CATCHMENT_CODE","EA_REGION","SOURCE","PERMIT_NUMBER","PERMIT_VERSION","RECEIVING_WATER","RECEIVING_ENVIRON_TYPE_CODE","REC_ENV_CODE_DESCRIPTION","ISSUED_DATE","EFFECTIVE_DATE","REVOCATION_DATE","STATUS_OF_PERMIT","STATUS_DESCRIPTION","OUTLET_NUMBER","OUTLET_TYPE_CODE","OUTLET_TYPE_DESCRIPTION","OUTLET_GRID_REF","EFFLUENT_NUMBER","EFFLUENT_TYPE","EFF_TYPE_DESCRIPTION","EFFLUENT_GRID_REF","geometry"
"BBTA CONSTRUCTION JOINT VENTURE","BBTA CONSTRUCTION JOINT VENTURE","42","Groundwater Remediation Sites/Civil Engineering","SITE OFFICES, THREE LANES","PUDDLETOWN","DORCHESTER","DORSET","DT2 8RP","DORSET UA","SY7533094520","PIDDLE TO DEVILS BROOK","44/41-","SW","EA South West Region","400399/SA/01","1","SOAKAWAY","3.0","Into land / infiltration system","05/27/97 00:00:00","05/27/97 00:00:00","12/31/99 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","T","Trade","SY7535094530","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7535094530","POINT (375330 94520)"
"WESSEX WATER SERVICES LIMITED","DORCHESTER (LOUDS MILL) STW","A2","WwTW/Sewage Treatment Works (water company)","SEWAGE TREATMENT WORKS","ST GEORGES ROAD","DORCHESTER","DORSET","DT1 1PE","DORSET UA","SY7090090230","SOUTH WINTERBOURNE","44/56-","SW","EA South West Region","401050","1","RIVER FROME(S)","1.0","Freshwater river","01/09/02 00:00:00","04/01/02 00:00:00","12/30/05 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","2","S","Sewage - water company","SY7116090340","1","SB","SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY","SY7116090340","POINT (370900 90230)"
"VITACRESS SALADS LIMITED","ILSINGTON FARM","03","Fish + Aquaculture/Fish Farm/Cress Farm","TINCLETON","DORCHESTER","","DORSET","DT2 8QW","DORSET UA","SY7548091810","FROME,S.WINTBNE-TADNOLL","44/57-","SW","EA South West Region","400505","1","TRIBUTARY OF THE RIVER FROME","1.0","Freshwater river","09/10/98 00:00:00","09/10/98 00:00:00","09/14/11 00:00:00","E4","NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","A","Agriculture","SY7560091620","1","AD","AGRICULTURE - WATER CRESS FARMING","SY7560091620","POINT (375480 91810)"
"THE WATERCRESS COMPANY LIMITED.","WARMWELL WATERCRESS FARM","03","Fish + Aquaculture/Fish Farm/Cress Farm","WARMWELL","DORCHESTER","","DORSET","DT2 8JG","DORSET UA","SY7492087270","TADNOLL BROOK/EMPOOL STRM","44/58-","SW","EA South West Region","401056","1","THE TADNOLL BROOK","1.0","Freshwater river","07/24/02 00:00:00","07/24/02 00:00:00","09/14/11 00:00:00","E5","CONSENTS WITHOUT APPLICATION (WRA 91, SCHED 10)","1","A","Agriculture","SY7515087310","1","AD","AGRICULTURE - WATER CRESS FARMING","SY7515087310","POINT (374920 87270)"
"HIGHDEAN LTD","TWO NEW DWELLINGS","A1","Domestic property (multiple) (incl farm houses)","81 MAIN ROAD","TOLPUDDLE","","DORSET","DT2 7EY","DORSET UA","SY7987094400","PIDDLE-DV'LS BK-BERE STRM","44/43-","SW","EA South West Region","401883","1","GROUNDWATER VIA SOAKAWAY","3.0","Into land / infiltration system","04/18/05 00:00:00","04/18/05 00:00:00","12/16/12 00:00:00","E4","NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","U","Sewage - not water company","SY7982094490","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7982094490","POINT (379870 94400)"
"WESSEX WATER SERVICES LIMITED","EVERSHOT COMBINED SEWER OVERFLOW","A3","Storm Tank/CSO on Sewerage Network (water company)","(OPP) BURROWBRIDGE COTTAGE","THE COMMON","EVERSHOT","DORSET","DT2 0JY","DORSET UA","ST5762204621","FROME ABOVE RIVER HOOKE","44/51-","SW","EA South West Region","042453","2","RIVER FROME (S)","1.0","Freshwater river","01/13/93 00:00:00","03/30/06 00:00:00","03/31/09 00:00:00","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","1","S","Sewage - water company","ST5782004360","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","ST5781004370","POINT (357622 104621)"
"WESSEX WATER SERVICES LIMITED","MAIDEN NEWTON WATER RECYCLING CENTR","A2","WwTW/Sewage Treatment Works (water company)","MAIDEN NEWTON","DORCHESTER","","DORSET","DT2 0AY","DORSET UA","SY6045497257","FROME,HOOKE-SYDLING WATER","44/53-","SW","EA South West Region","041353","2","DORSET FROME (S)","1.0","Freshwater river","11/16/89 00:00:00","03/30/06 00:00:00","03/31/09 00:00:00","S1","BY DIRECT. OF SEC OF STATE, (WATER ACT 1989 SCHED 26 & 25(4)(5))","1","S","Sewage - water company","SY6028097160","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY6045097250","POINT (360454 97257)"
"THE WATERCRESS COMPANY LIMITED","WADDOCK CROSS WATERCRESS BEDS","03","Fish + Aquaculture/Fish Farm/Cress Farm","WADDOCK CROSS","WADDOCK","DORCHESTER","DORSET","DT2 8QY","DORSET UA","SY7980190850","FROME,S.WINTBNE-TADNOLL","44/57-","SW","EA South West Region","400114/CF/01","1","TRIB. OF RIVER FROME","1.0","Freshwater river","02/10/97 00:00:00","02/10/97 00:00:00","09/14/11 00:00:00","E4","NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","3","A","Agriculture","SY7973090790","3","AD","AGRICULTURE - WATER CRESS FARMING","SY7973090790","POINT (379801 90850)"
"WESSEX WATER SERVICES LIMITED","MAIDEN NEWTON WATER RECYCLING CENTR","A2","WwTW/Sewage Treatment Works (water company)","MAIDEN NEWTON","DORCHESTER","","DORSET","DT2 0AY","DORSET UA","SY6045497257","FROME,HOOKE-SYDLING WATER","44/53-","SW","EA South West Region","041353","4","DORSET FROME (S)","1.0","Freshwater river","03/31/10 00:00:00","03/31/10 00:00:00","11/25/19 00:00:00","E0","MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY6028097160","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY6045097250","POINT (360454 97257)"
"WESSEX WATER SERVICES LIMITED","PIDDLEHINTON STW","A2","WwTW/Sewage Treatment Works (water company)","-","PIDDLEHINTON","","DORSET","DT2 7SZ","DORSET UA","SY7220096400","PIDDLE TO DEVILS BROOK","44/41-","SW","EA South West Region","040067","4","RIVER PIDDLE(S)","1.0","Freshwater river","03/31/10 00:00:00","03/31/10 00:00:00","09/09/25 00:00:00","E0","MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY7217096310","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY7216096320","POINT (372200 96400)"
"HYDROCK CONTRACTING LIMITED","DORCHESTER SERVICE STATION","42","Groundwater Remediation Sites/Civil Engineering","LONDON ROAD","DORCHESTER","","DORSET","DT1 1NE","DORSET UA","SY6978890790","","","SW","EA South West Region","EPRDB3392RV","1","GROUNDWATER VIA BOREHOLES","3.0","Into land / infiltration system","11/20/15 00:00:00","11/20/15 00:00:00","03/13/17 00:00:00","E8","SURRENDERED UNDER EPR 2010","1","T","Trade","SY6974990765","1","TF","TRADE DISCHARGES - PROCESS EFFLUENT - NOT WATER COMPANY","SY6974390772","POINT (369788 90790)"
"WESSEX WATER SERVICES LIMITED","BLACKHEATH WWTW","A2","WwTW/Sewage Treatment Works (water company)","BLOXWORTH","WAREHAM","","DORSET","BH20 7EJ","DORSET UA","SY8995093350","HOLES BAY","44/95-","SW","EA South West Region","042451","5","SHERFORD RIVER","1.0","Freshwater river","09/20/18 00:00:00","09/20/18 00:00:00","01/05/22 00:00:00","E7","VARIED UNDER EPR 2010","3","S","Sewage - water company","SY9093392599","2","SB","SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY","SY8977493251","POINT (389950 93350)"
"WESSEX WATER SERVICES LIMITED","GLEBE ROAD PUMPING STATION","A4","Pumping Station on Sewerage Network (water company)","GLEBE ROAD","LYTCHETT MATRAVERS","POOLE","DORSET","BH16 6EH","DORSET UA","SY9459394238","HOLES BAY","44/95-","SW","EA South West Region","041152","3","TRIB OF SHERFORD RIVER","1.0","Freshwater river","06/03/16 00:00:00","06/03/16 00:00:00","01/24/21 00:00:00","E7","VARIED UNDER EPR 2010","1","S","Sewage - water company","SY9460994244","1","SD","SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY","SY9459594242","POINT (394593 94238)"
"WESSEX WATER SERVICES LIMITED","BLACKHEATH WWTW","A2","WwTW/Sewage Treatment Works (water company)","BLOXWORTH","WAREHAM","","DORSET","BH20 7EJ","DORSET UA","SY8995093350","HOLES BAY","44/95-","SW","EA South West Region","042451","7","SHERFORD RIVER","1.0","Freshwater river","01/06/22 00:00:00","03/31/22 00:00:00","03/30/26 00:00:00","E7","VARIED UNDER EPR 2010","1b","S","Sewage - water company","SY9094392658","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY8977093260","POINT (389950 93350)"
"HYDROCK CONTRACTING LIMITED","DORCHESTER SERVICE STATION","42","Groundwater Remediation Sites/Civil Engineering","LONDON ROAD","DORCHESTER","","DORSET","DT1 1NE","DORSET UA","SY6978890790","","","SW","EA South West Region","EPRDB3392RV","1","GROUNDWATER VIA BOREHOLES","3.0","Into land / infiltration system","11/20/15 00:00:00","11/20/15 00:00:00","03/13/17 00:00:00","E8","SURRENDERED UNDER EPR 2010","7","T","Trade","SY6982090755","7","TF","TRADE DISCHARGES - PROCESS EFFLUENT - NOT WATER COMPANY","SY6974390772","POINT (369788 90790)"
"WESSEX WATER SERVICES LIMITED","MILBORNE ST. ANDREW STW","A2","WwTW/Sewage Treatment Works (water company)","SNAG LANE","-","MILBORNE ST.ANDREW","DORSET","DT11 0JS","DORSET UA","SY8038096680","BERE STREAM","44/44-","SW","EA South West Region","042116","1","BERE STREAM(S)","1.0","Freshwater river","06/24/92 00:00:00","06/24/92 00:00:00","03/29/06 00:00:00","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","1","S","Sewage - water company","SY8025096490","3","SB","SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY","SY8034096690","POINT (380380 96680)"
"WESSEX WATER SERVICES LIMITED","BLACKHEATH WWTW","A2","WwTW/Sewage Treatment Works (water company)","BLOXWORTH","WAREHAM","","DORSET","BH20 7EJ","DORSET UA","SY8995093350","HOLES BAY","44/95-","SW","EA South West Region","042451","1","SHERFORD RIVER (S)","1.0","Freshwater river","08/05/93 00:00:00","07/30/93 00:00:00","12/30/05 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","3","S","Sewage - water company","SY9092092600","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY8977093260","POINT (389950 93350)"
"WESSEX WATER SERVICES LIMITED","BRADFORD PEVERELL STW","A2","WwTW/Sewage Treatment Works (water company)","GASCOYNE LANE","GILES CROSS","BRADFORD PEVERELL","DORSET","DT2 9SH","DORSET UA","SY6662092560","FROME/CERNE,SYDLG-S.WINTB","44/55-","SW","EA South West Region","040011","1","RIVER FROME DORSET (S)","1.0","Freshwater river","","08/02/84 00:00:00","03/30/04 00:00:00","K7","REVOKED - UNSPECIFIED","1","S","Sewage - water company","SY6649092710","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY6647092700","POINT (366620 92560)"
"MILL STREET HOUSING SOCIETY","OLD MILL FLATS","A1","Domestic property (multiple) (incl farm houses)","HOLLOWAY ROAD","DORCHESTER","DORSET","","","DORSET UA","SY6997090600","FROME/CERNE,SYDLG-S.WINTB","44/55-","SW","EA South West Region","040189","1","FROME,TRIB RIVER(MILL STREAM)","1.0","Freshwater river","","12/01/85 00:00:00","12/29/95 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","T","Trade","SY6997090600","1","DE","MISCELLANEOUS DISCHARGES - SURFACE WATER","SY6997090600","POINT (369970 90600)"
"VITACRESS SALADS LIMITED.","DODDINGS FARM","03","Fish + Aquaculture/Fish Farm/Cress Farm","DODDINGS","WAREHAM","","DORSET","BH20 7NJ","DORSET UA","SY8522093780","BERE STREAM","44/44-","SW","EA South West Region","043235","1","BERE STREAM","1.0","Freshwater river","03/05/96 00:00:00","03/29/96 00:00:00","09/14/11 00:00:00","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","2","A","Agriculture","SY8518093800","1","AD","AGRICULTURE - WATER CRESS FARMING","SY8518093800","POINT (385220 93780)"
"MR C BARTER","BROCKHILL WATERCRESS FARM","03","Fish + Aquaculture/Fish Farm/Cress Farm","TURNERS PUDDLE","WAREHAM","","DORSET","BH20 7NH","DORSET UA","SY8369092820","PIDDLE-DV'LS BK-BERE STRM","44/43-","SW","EA South West Region","043245","1","MIDDLE PIDDLE","1.0","Freshwater river","03/28/96 00:00:00","03/29/96 00:00:00","10/24/02 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","T","Trade","SY8362092940","1","AD","AGRICULTURE - WATER CRESS FARMING","SY8362092940","POINT (383690 92820)"
"MR J HEWETSON","1 & 2 WELL BOTTOM COTTAGES","A1","Domestic property (multiple) (incl farm houses)","WINTERBOURNE ABBAS","DORCHESTER","","DORSET","DT2 9EB","DORSET UA","SY5904090660","SOUTH WINTERBOURNE","44/56-","SW","EA South West Region","040303","1","SOAKAWAY","3.0","Into land / infiltration system","10/15/86 00:00:00","11/01/86 00:00:00","12/16/12 00:00:00","N1","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 88)","1","U","Sewage - not water company","SY5907090630","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY5907090630","POINT (359040 90660)"
"MR J ORFORD","BIRCHWOOD TOURIST PARK","A1","Domestic property (multiple) (incl farm houses)","COLDHARBOUR","WAREHAM","DORSET","","","DORSET UA","SY8976090420","PIDDLE-BERE STM TO WAREHM","44/45-","SW","EA South West Region","040864","1","SOAKAWAY","3.0","Into land / infiltration system","","02/01/89 00:00:00","06/03/15 00:00:00","E8","SURRENDERED UNDER EPR 2010","1","U","Sewage - not water company","SY8970091000","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY8994090570","POINT (389760 90420)"
"PARNHAM TRUST, THE","SCHOOL FOR WOODLAND INDUSTRIES","A1","Domestic property (multiple) (incl farm houses)","HOOKE PARK","BEAMINSTER","DORSET","","","DORSET UA","SY5267099900","ASKER/MANGERTON BROOK","44/83-","SW","EA South West Region","040882","1","TRIBUTARY OF MANGERTON BROOK","1.0","Freshwater river","","09/01/88 00:00:00","11/22/02 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","2","T","Trade","SY5260099220","1","DE","MISCELLANEOUS DISCHARGES - SURFACE WATER","SY5260099220","POINT (352670 99900)"
"MR C M DYER","BAT WILLOW NURSERY FISH FM(WAREHAM)","03","Fish + Aquaculture/Fish Farm/Cress Farm","THROOP","WAREHAM","DORSET","","","DORSET UA","SY8270093200","PIDDLE-DV'LS BK-BERE STRM","44/43-","SW","EA South West Region","050927","1","","","","","03/14/80 00:00:00","09/27/94 00:00:00","K7","REVOKED - UNSPECIFIED","1","T","Trade","SY8265093160","1","AC","AGRICULTURE - FISH FARMING - WATER COMPANY","SY8265093160","POINT (382700 93200)"
"WESSEX WATER SERVICES LIMITED","PUMPING STATION","A4","Pumping Station on Sewerage Network (water company)","MILBORNE ST. ANDREW","DORSET","","","","DORSET UA","SY8035098270","BERE STREAM","44/44-","SW","EA South West Region","050928","1","","","","","06/11/70 00:00:00","10/21/94 00:00:00","K1","CONSENT REVOKED - DISCHARGE CEASED (SECTION 37(1))","1","D","Miscellaneous","SY8050098300","1","DZ","MISCELLANEOUS DISCHARGES - UNSPECIFIED","SY8050098300","POINT (380350 98270)"
"BROMFIELD, L.J.","RECTORY FARM(DORCHESTER)","01","Farms (not house)/Crop + Animal Rearing/Plant Nursery","DORSET CC HOLDING NO 212","WINFRITH","DORCHESTER","DORSET","","DORSET UA","SY8020084200","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","051178","1","","","","","04/15/71 00:00:00","06/19/97 00:00:00","K6","CONSENT REVOKED - DISCHARGE CEASED (WRA  91, SCHED 10 & 6)","1","T","Trade","SY8020084200","1","AA","AGRICULTURE - ARABLE FARMING","SY8020084200","POINT (380200 84200)"
"WESSEX WATER SERVICES LIMITED","WINFRITH CHURCH","A4","Pumping Station on Sewerage Network (water company)","CHALDON ROAD","WINFRITH NEWBURGH","","","","DORSET UA","SY8051084450","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","041168","1","SSO/EMG STREAM-R WIN","1.0","Freshwater river","","10/31/89 00:00:00","03/30/02 00:00:00","K7","REVOKED - UNSPECIFIED","1","T","Trade","SY8050084400","1","SD","SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY","SY8050084400","POINT (380510 84450)"
"BBTA CONSTRUCTION","BBTA SITE COMPOUND","42","Groundwater Remediation Sites/Civil Engineering","THREE LANES END","PUDDLETOWN","DORSET",".","DT2 8RP","DORSET UA","SY7541094430","PIDDLE TO DEVILS BROOK","44/41-","SW","EA South West Region","400479","1","SOAKAWAY","3.0","Into land / infiltration system","03/27/98 00:00:00","03/27/98 00:00:00","12/31/98 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","T","Trade","SY7519094580","1","TA","TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW)","SY7519094580","POINT (375410 94430)"
"THE LORD KG DIGBY","LANE'S DAIRY(DORCHESTER)","01","Farms (not house)/Crop + Animal Rearing/Plant Nursery","MINTERNE","DORCHESTER","DORSET","","","DORSET UA","ST6545004950","FROME/CERNE,SYDLG-S.WINTB","44/55-","SW","EA South West Region","050161","1","","","","","05/07/63 00:00:00","04/07/94 00:00:00","K7","REVOKED - UNSPECIFIED","1","T","Trade","ST6545004950","1","AA","AGRICULTURE - ARABLE FARMING","ST6545004950","POINT (365450 104950)"
"WESSEX WATER SERVICES LIMITED","DORCHESTER (LOUDS MILL) STW","A2","WwTW/Sewage Treatment Works (water company)","SEWAGE TREATMENT WORKS","ST GEORGES ROAD","DORCHESTER","DORSET","DT1 1PE","DORSET UA","SY7090090230","SOUTH WINTERBOURNE","44/56-","SW","EA South West Region","401050","1","RIVER FROME(S)","1.0","Freshwater river","01/09/02 00:00:00","04/01/02 00:00:00","12/30/05 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY7097090360","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY7093090240","POINT (370900 90230)"
"WESSEX WATER SERVICES LIMITED","LYTCHETT MINSTER TRIAL AQUIFER","36","WTW/Water Collection/Treatment/Supply","STORAGE & RECOVERY SITE","LYTCHETT MINSTER","POOLE","DORSET",".","DORSET UA","SY9621092820","POOLE - WEYMOUTH COAST","44/03-","SW","EA South West Region","400471","1","GROUNDWATER/TRIB SHERFORD RIVR","1.0","Freshwater river","07/20/98 00:00:00","07/20/98 00:00:00","09/04/01 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","T","Trade","SY9621092820","2","TZ","TRADE DISCHARGES - UNSPECIFIED","SY9621092820","POINT (396210 92820)"
"WESSEX WATER SERVICES LIMITED","LYTCHETT MINSTER TRIAL AQUIFER","36","WTW/Water Collection/Treatment/Supply","STORAGE & RECOVERY SITE","LYTCHETT MINSTER","POOLE","DORSET",".","DORSET UA","SY9621092820","POOLE - WEYMOUTH COAST","44/03-","SW","EA South West Region","400471","1","GROUNDWATER/TRIB SHERFORD RIVR","1.0","Freshwater river","07/20/98 00:00:00","07/20/98 00:00:00","09/04/01 00:00:00","E2","REVOKED (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","2","T","Trade","SY9621092840","2","TZ","TRADE DISCHARGES - UNSPECIFIED","SY9621092840","POINT (396210 92820)"
"WESSEX WATER SERVICES LIMITED","LYTCHETT LANE PUMPING STATION","A4","Pumping Station on Sewerage Network (water company)","LYTCHETT LANE","BOVINGTON","WAREHAM","DORSET","BH20 6PA","DORSET UA","SY8424087950","FROME -TADNOLL TO WAREHAM","44/59-","SW","EA South West Region","401064","1","TRIBUTARY OF RIVER FROME(S)","1.0","Freshwater river","07/18/01 00:00:00","02/01/02 00:00:00","10/08/20 00:00:00","E4","NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY8424087950","1","SD","SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY","SY8424087950","POINT (384240 87950)"
"WESSEX WATER SERVICES LIMITED","DORCHESTER (LOUDS MILL) STW","A2","WwTW/Sewage Treatment Works (water company)","SEWAGE TREATMENT WORKS","ST GEORGES ROAD","DORCHESTER","DORSET","DT1 1PE","DORSET UA","SY7090090230","FROME/CERNE,SYDLG-S.WINTB","44/55-","SW","EA South West Region","041639","2","RIVER FROME","1.0","Freshwater river","09/19/90 00:00:00","12/21/01 00:00:00","03/31/02 00:00:00","K7","REVOKED - UNSPECIFIED","2","T","Trade","SY7116090330","1","SB","SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY","SY7081090170","POINT (370900 90230)"
"MR N MACDONALD","MEADOWS COTTAGE","A0","Domestic property (single) (incl farm house)","TINCLETON","DORCHESTER","","DORSET","DT2 8QP","DORSET UA","SY7689091820","FROME,S.WINTBNE-TADNOLL","44/57-","SW","EA South West Region","401860","1","GROUNDWATER VIA SOAKAWAY","3.0","Into land / infiltration system","02/04/05 00:00:00","02/04/05 00:00:00","12/16/12 00:00:00","E4","NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","U","Sewage - not water company","SY7687091840","1","UA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY","SY7687091840","POINT (376890 91820)"
"WESSEX WATER SERVICES LIMITED","DORCHESTER (LOUDS MILL) STW","A2","WwTW/Sewage Treatment Works (water company)","SEWAGE TREATMENT WORKS","ST GEORGES ROAD","DORCHESTER","DORSET","DT1 1PE","DORSET UA","SY7090090230","SOUTH WINTERBOURNE","44/56-","SW","EA South West Region","401050","2","RIVER FROME(S)","1.0","Freshwater river","01/09/02 00:00:00","12/31/05 00:00:00","03/31/09 00:00:00","E4","NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","3","S","Sewage - water company","SY7097090360","1","SB","SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY","SY7097090360","POINT (370900 90230)"
"WESSEX WATER SERVICES LIMITED","VICTORIA ROAD CSO","A3","Storm Tank/CSO on Sewerage Network (water company)","VICTORIA ROAD",".","DORCHESTER","DORSET","DT1 1SB","DORSET UA","SY6888390291","FROME/CERNE,SYDLG-S.WINTB","44/55-","SW","EA South West Region","EPRAP3920GG","1","THE MILL STREAM","1.0","Freshwater river","07/21/10 00:00:00","07/21/10 00:00:00","03/30/18 00:00:00","E6","NEW ISSUED UNDER EPR 2010","1","S","Sewage - water company","SY6954890767","1","SC","SEWAGE DISCHARGES - SEWER STORM OVERFLOW - WATER COMPANY","SY6888390284","POINT (368883 90291)"
"WESSEX WATER SERVICES LIMITED","SYDLING ST.NICHOLAS WRC","A2","WwTW/Sewage Treatment Works (water company)","DORCHESTER ROAD","SYDLING ST NICHOLAS","DORCHESTER","DORSET","DT2 9NS","DORSET UA","SY6313498627","SYDLING WATER","44/54-","SW","EA South West Region","401025","2","SYDLING WATER(S)","1.0","Freshwater river","10/14/08 00:00:00","04/01/09 00:00:00","03/30/10 00:00:00","E4","NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY6320098450","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY6320098450","POINT (363134 98627)"
"WESSEX WATER SERVICES LIMITED","MILBORNE ST. ANDREW STW","A2","WwTW/Sewage Treatment Works (water company)","SNAG LANE","-","MILBORNE ST.ANDREW","DORSET","DT11 0JS","DORSET UA","SY8038096680","BERE STREAM","44/44-","SW","EA South West Region","042116","3","BERE STREAM(S)","1.0","Freshwater river","10/14/08 00:00:00","04/01/09 00:00:00","03/30/10 00:00:00","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","1","S","Sewage - water company","SY8025096490","1","SA","SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY","SY8034096690","POINT (380380 96680)"
"WESSEX WATER SERVICES LIMITED","SYDLING ST.NICHOLAS WRC","A2","WwTW/Sewage Treatment Works (water company)","DORCHESTER ROAD","SYDLING ST NICHOLAS","DORCHESTER","DORSET","DT2 9NS","DORSET UA","SY6313498627","SYDLING WATER","44/54-","SW","EA South West Region","401025","3","SYDLING WATER(S)","1.0","Freshwater river","03/31/10 00:00:00","03/31/10 00:00:00","02/13/20 00:00:00","E0","MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995)","1","S","Sewage - water company","SY6320098450","2","SB","SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY","SY6312098690","POINT (363134 98627)"
"WESSEX WATER SERVICES LIMITED","BLACKHEATH WWTW","A2","WwTW/Sewage Treatment Works (water company)","BLOXWORTH","WAREHAM","","DORSET","BH20 7EJ","DORSET UA","SY8995093350","HOLES BAY","44/95-","SW","EA South West Region","042451","4","SHERFORD RIVER (S)","1.0","Freshwater river","03/31/10 00:00:00","03/31/10 00:00:00","09/19/18 00:00:00","N3","NEW CONSENT, BY APPLICATION (WRA 91, SECTION 113 & SCHED 12)","4","S","Sewage - water company","SY9092092600","1","SB","SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY","SY8978093270","POINT (389950 93350)"
