id,samplingPoint.notation,samplingPoint.prefLabel,samplingPoint.easting,samplingPoint.northing,samplingPoint.region,samplingPoint.area,samplingPoint.subArea,samplingPoint.samplingPointStatus,samplingPoint.samplingPointType,phenomenonTime,observation.month,samplingPurpose,sampleMaterialType,determinand.notation,determinand.prefLabel,result,unit,PERMIT_NUMBER,PERMIT_VERSION,DISCHARGE_EASTING,DISCHARGE_NORTHING,EA_REGION,REGION,OUTLET_NUMBER,EFFLUENT_NUMBER,MONTH_FROM,MONTH_TO,ROW_ID,N,DETE,METHOD,UNITS,RULE_TYPE,RULE_VALUE,ROW_PASS_STATUS,OBSERVATION_GROUPING_PASS_STATUS
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3444457/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-03-01 13:35:00,3,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.61,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,80,1,pH,ABSOLUTE,PH UNITS,MINIMUM VALUE,6.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3444457/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-03-01 13:35:00,3,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.61,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,110,1,pH,ABSOLUTE,PH UNITS,MINIMUM VALUE,6.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3444457/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-03-01 13:35:00,3,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.61,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,80,2,pH,ABSOLUTE,PH UNITS,MAXIMUM VALUE,9.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3444457/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-03-01 13:35:00,3,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.61,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,110,2,pH,ABSOLUTE,PH UNITS,MAXIMUM VALUE,9.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3447202/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-04-05 14:57:00,4,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.57,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,80,1,pH,ABSOLUTE,PH UNITS,MINIMUM VALUE,6.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3447202/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-04-05 14:57:00,4,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.57,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,110,1,pH,ABSOLUTE,PH UNITS,MINIMUM VALUE,6.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3447202/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-04-05 14:57:00,4,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.57,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,80,2,pH,ABSOLUTE,PH UNITS,MAXIMUM VALUE,9.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3447202/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-04-05 14:57:00,4,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.57,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,110,2,pH,ABSOLUTE,PH UNITS,MAXIMUM VALUE,9.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3449853/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-05-12 11:07:00,5,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.33,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,80,1,pH,ABSOLUTE,PH UNITS,MINIMUM VALUE,6.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3449853/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-05-12 11:07:00,5,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.33,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,110,1,pH,ABSOLUTE,PH UNITS,MINIMUM VALUE,6.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3449853/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-05-12 11:07:00,5,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.33,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,80,2,pH,ABSOLUTE,PH UNITS,MAXIMUM VALUE,9.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3449853/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-05-12 11:07:00,5,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.33,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,110,2,pH,ABSOLUTE,PH UNITS,MAXIMUM VALUE,9.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3449853/observation/0135,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-05-12 11:07:00,5,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",28.0,MILLIGRAM PER LITRE,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,99,1,"Solids, Suspended at 105 C",ABSOLUTE,MILLIGRAM PER LITRE,MAXIMUM VALUE,20.0,False,False
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3449853/observation/0135,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-05-12 11:07:00,5,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",28.0,MILLIGRAM PER LITRE,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,151,1,"Solids, Suspended at 105 C",ABSOLUTE,MILLIGRAM PER LITRE,MAXIMUM VALUE,20.0,False,False
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3449853/observation/6455,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-05-12 11:07:00,5,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,6455,Zinc,5.3,MICROGRAM PER LITRE,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,15,1,Zinc,ABSOLUTE,MICROGRAM PER LITRE,MAXIMUM VALUE,75.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3449853/observation/6455,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-05-12 11:07:00,5,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,6455,Zinc,5.3,MICROGRAM PER LITRE,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,79,1,Zinc,ABSOLUTE,MICROGRAM PER LITRE,MAXIMUM VALUE,75.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3451955/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-06-06 11:01:00,6,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,8.1,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,80,1,pH,ABSOLUTE,PH UNITS,MINIMUM VALUE,6.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3451955/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-06-06 11:01:00,6,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,8.1,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,110,1,pH,ABSOLUTE,PH UNITS,MINIMUM VALUE,6.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3451955/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-06-06 11:01:00,6,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,8.1,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,80,2,pH,ABSOLUTE,PH UNITS,MAXIMUM VALUE,9.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3451955/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-06-06 11:01:00,6,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,8.1,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,110,2,pH,ABSOLUTE,PH UNITS,MAXIMUM VALUE,9.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3451955/observation/0135,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-06-06 11:01:00,6,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",3.3,MILLIGRAM PER LITRE,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,99,1,"Solids, Suspended at 105 C",ABSOLUTE,MILLIGRAM PER LITRE,MAXIMUM VALUE,20.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3451955/observation/0135,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-06-06 11:01:00,6,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",3.3,MILLIGRAM PER LITRE,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,151,1,"Solids, Suspended at 105 C",ABSOLUTE,MILLIGRAM PER LITRE,MAXIMUM VALUE,20.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3455161/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-07-01 13:06:00,7,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.41,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,80,1,pH,ABSOLUTE,PH UNITS,MINIMUM VALUE,6.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3455161/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-07-01 13:06:00,7,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.41,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,110,1,pH,ABSOLUTE,PH UNITS,MINIMUM VALUE,6.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3455161/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-07-01 13:06:00,7,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.41,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,80,2,pH,ABSOLUTE,PH UNITS,MAXIMUM VALUE,9.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3455161/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-07-01 13:06:00,7,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.41,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,110,2,pH,ABSOLUTE,PH UNITS,MAXIMUM VALUE,9.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3458493/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-08-05 11:54:00,8,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.8,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,80,1,pH,ABSOLUTE,PH UNITS,MINIMUM VALUE,6.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3458493/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-08-05 11:54:00,8,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.8,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,110,1,pH,ABSOLUTE,PH UNITS,MINIMUM VALUE,6.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3458493/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-08-05 11:54:00,8,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.8,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,80,2,pH,ABSOLUTE,PH UNITS,MAXIMUM VALUE,9.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3458493/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-08-05 11:54:00,8,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.8,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,110,2,pH,ABSOLUTE,PH UNITS,MAXIMUM VALUE,9.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3458493/observation/0135,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-08-05 11:54:00,8,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",4.0,MILLIGRAM PER LITRE,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,99,1,"Solids, Suspended at 105 C",ABSOLUTE,MILLIGRAM PER LITRE,MAXIMUM VALUE,20.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3458493/observation/0135,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-08-05 11:54:00,8,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,135,"Solids, Suspended at 105 C",4.0,MILLIGRAM PER LITRE,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,151,1,"Solids, Suspended at 105 C",ABSOLUTE,MILLIGRAM PER LITRE,MAXIMUM VALUE,20.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3464203/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-10-07 10:25:00,10,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.23,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,80,1,pH,ABSOLUTE,PH UNITS,MINIMUM VALUE,6.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3464203/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-10-07 10:25:00,10,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.23,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,110,1,pH,ABSOLUTE,PH UNITS,MINIMUM VALUE,6.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3464203/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-10-07 10:25:00,10,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.23,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,80,2,pH,ABSOLUTE,PH UNITS,MAXIMUM VALUE,9.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3464203/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-10-07 10:25:00,10,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.23,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,110,2,pH,ABSOLUTE,PH UNITS,MAXIMUM VALUE,9.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3466893/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-11-08 14:00:00,11,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.54,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,80,1,pH,ABSOLUTE,PH UNITS,MINIMUM VALUE,6.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3466893/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-11-08 14:00:00,11,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.54,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,110,1,pH,ABSOLUTE,PH UNITS,MINIMUM VALUE,6.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3466893/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-11-08 14:00:00,11,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.54,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,80,2,pH,ABSOLUTE,PH UNITS,MAXIMUM VALUE,9.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3466893/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-11-08 14:00:00,11,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.54,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,110,2,pH,ABSOLUTE,PH UNITS,MAXIMUM VALUE,9.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3468738/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-12-02 14:41:00,12,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.48,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,80,1,pH,ABSOLUTE,PH UNITS,MINIMUM VALUE,6.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3468738/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-12-02 14:41:00,12,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.48,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,1,1,1,12,110,1,pH,ABSOLUTE,PH UNITS,MINIMUM VALUE,6.0,True,True
https://environment.data.gov.uk/water-quality/sampling-point/SW-50570390/sample/3468738/observation/0061,SW-50570390,TINCLETON EAST WATERCRESS BEDS 1,376668.7701126503,91716.8047638212,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,AGRICULTURE - WATER CRESS FARMING,2022-12-02 14:41:00,12,COMPLIANCE AUDIT (PERMIT),TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,61,pH,7.48,PH UNITS,401059,2.0,376690.0,91800.0,SW,EA South West Region,2,2,1,12,80,2,pH,ABSOLUTE,PH UNITS,MAXIMUM VALUE,9.0,True,True
