,id,samplingPoint.notation,samplingPoint.prefLabel,samplingPoint.longitude,samplingPoint.latitude,samplingPoint.region,samplingPoint.area,samplingPoint.subArea,samplingPoint.samplingPointStatus,samplingPoint.samplingPointType,phenomenonTime,samplingPurpose,sampleMaterialType,determinand.notation,determinand.prefLabel,result,unit,PERMIT_NUMBER,PERMIT_VERSION,MONTH,Unnamed: 0,row_id,n,DETE,DETE_CODE,EA_REGION,EFFLUENT_NUMBER,METHOD,MONTH_FROM,MONTH_TO,OUTLET_NUMBER,PERMIT_REF,REGION,UNITS,VERSION,RULE_TYPE,RULE_VALUE,status
11482,https://environment.data.gov.uk/water-quality/sampling-point/SW-50900722/sample/3560385/observation/6051,SW-50900722,CORFE CASTLE STW,-2.056,50.6478,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2025-07-15 09:29:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,6051,Iron,390.0,MICROGRAM PER LITRE,041324,9.0,7,258,98,2,Iron,6051,SW,1,ABSOLUTE,1,12,1,041324,EA South West Region,MICROGRAM PER LITRE,9,MAXIMUM VALUE,8000.0,PASS
11497,https://environment.data.gov.uk/water-quality/sampling-point/SW-50900722/sample/3563747/observation/6051,SW-50900722,CORFE CASTLE STW,-2.056,50.6478,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2025-08-21 10:43:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,6051,Iron,300.0,MICROGRAM PER LITRE,041324,9.0,8,258,98,2,Iron,6051,SW,1,ABSOLUTE,1,12,1,041324,EA South West Region,MICROGRAM PER LITRE,9,MAXIMUM VALUE,8000.0,PASS
11512,https://environment.data.gov.uk/water-quality/sampling-point/SW-50900722/sample/3566696/observation/6051,SW-50900722,CORFE CASTLE STW,-2.056,50.6478,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2025-09-17 10:33:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,6051,Iron,430.0,MICROGRAM PER LITRE,041324,9.0,9,258,98,2,Iron,6051,SW,1,ABSOLUTE,1,12,1,041324,EA South West Region,MICROGRAM PER LITRE,9,MAXIMUM VALUE,8000.0,PASS
11527,https://environment.data.gov.uk/water-quality/sampling-point/SW-50900722/sample/3570002/observation/6051,SW-50900722,CORFE CASTLE STW,-2.056,50.6478,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2025-10-17 10:09:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,6051,Iron,570.0,MICROGRAM PER LITRE,041324,9.0,10,258,98,2,Iron,6051,SW,1,ABSOLUTE,1,12,1,041324,EA South West Region,MICROGRAM PER LITRE,9,MAXIMUM VALUE,8000.0,PASS
11533,https://environment.data.gov.uk/water-quality/sampling-point/SW-50900722/sample/3572144/observation/0111,SW-50900722,CORFE CASTLE STW,-2.056,50.6478,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2025-11-23 09:32:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,111,Ammoniacal Nitrogen as N,0.2,MILLIGRAM PER LITRE,041324,9.0,11,257,97,2,Ammoniacal Nitrogen as N,111,SW,1,ABSOLUTE,1,12,1,041324,EA South West Region,MILLIGRAM PER LITRE,9,MAXIMUM VALUE,42.0,PASS
11542,https://environment.data.gov.uk/water-quality/sampling-point/SW-50900722/sample/3572144/observation/6051,SW-50900722,CORFE CASTLE STW,-2.056,50.6478,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2025-11-23 09:32:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,6051,Iron,1320.0,MICROGRAM PER LITRE,041324,9.0,11,258,98,2,Iron,6051,SW,1,ABSOLUTE,1,12,1,041324,EA South West Region,MICROGRAM PER LITRE,9,MAXIMUM VALUE,8000.0,PASS
11557,https://environment.data.gov.uk/water-quality/sampling-point/SW-50900722/sample/3574172/observation/6051,SW-50900722,CORFE CASTLE STW,-2.056,50.6478,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,2025-12-04 10:01:00,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,FINAL SEWAGE EFFLUENT,6051,Iron,1370.0,MICROGRAM PER LITRE,041324,9.0,12,258,98,2,Iron,6051,SW,1,ABSOLUTE,1,12,1,041324,EA South West Region,MICROGRAM PER LITRE,9,MAXIMUM VALUE,8000.0,PASS
11673,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3537818/observation/0135,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-01-08 12:28:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,135,"Solids, Suspended at 105 C",8.5,MILLIGRAM PER LITRE,041444,1.0,1,90,90,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,30.0,PASS
11679,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3539652/observation/0111,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-02-05 12:56:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,111,Ammoniacal Nitrogen as N,1.0,MILLIGRAM PER LITRE,041444,1.0,2,22,22,1,Ammoniacal Nitrogen as N,111,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,20.0,PASS
11682,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3539652/observation/0135,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-02-05 12:56:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,135,"Solids, Suspended at 105 C",7.4,MILLIGRAM PER LITRE,041444,1.0,2,90,90,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,30.0,PASS
11685,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3541927/observation/0085,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-03-04 12:02:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,85,BOD : 5 Day ATU,5.0,MILLIGRAM PER LITRE,041444,1.0,3,21,21,1,BOD : 5 Day ATU,85,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,20.0,PASS
11691,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3541927/observation/0135,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-03-04 12:02:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,135,"Solids, Suspended at 105 C",10.0,MILLIGRAM PER LITRE,041444,1.0,3,90,90,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,30.0,PASS
11694,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3545104/observation/0085,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-04-10 11:39:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,85,BOD : 5 Day ATU,5.5,MILLIGRAM PER LITRE,041444,1.0,4,21,21,1,BOD : 5 Day ATU,85,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,20.0,PASS
11697,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3545104/observation/0111,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-04-10 11:39:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,111,Ammoniacal Nitrogen as N,0.58,MILLIGRAM PER LITRE,041444,1.0,4,22,22,1,Ammoniacal Nitrogen as N,111,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,20.0,PASS
11700,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3545104/observation/0135,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-04-10 11:39:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,135,"Solids, Suspended at 105 C",22.0,MILLIGRAM PER LITRE,041444,1.0,4,90,90,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,30.0,PASS
11703,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3547347/observation/0085,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-05-07 12:57:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,85,BOD : 5 Day ATU,7.0,MILLIGRAM PER LITRE,041444,1.0,5,21,21,1,BOD : 5 Day ATU,85,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,20.0,PASS
11706,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3547347/observation/0111,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-05-07 12:57:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,111,Ammoniacal Nitrogen as N,3.3,MILLIGRAM PER LITRE,041444,1.0,5,22,22,1,Ammoniacal Nitrogen as N,111,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,20.0,PASS
11709,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3547347/observation/0135,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-05-07 12:57:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,135,"Solids, Suspended at 105 C",20.0,MILLIGRAM PER LITRE,041444,1.0,5,90,90,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,30.0,PASS
11712,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3551089/observation/0085,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-06-10 14:05:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,85,BOD : 5 Day ATU,3.4,MILLIGRAM PER LITRE,041444,1.0,6,21,21,1,BOD : 5 Day ATU,85,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,20.0,PASS
11718,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3551089/observation/0135,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-06-10 14:05:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,135,"Solids, Suspended at 105 C",12.0,MILLIGRAM PER LITRE,041444,1.0,6,90,90,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,30.0,PASS
11721,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3553991/observation/0085,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-07-02 12:15:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,85,BOD : 5 Day ATU,4.1,MILLIGRAM PER LITRE,041444,1.0,7,21,21,1,BOD : 5 Day ATU,85,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,20.0,PASS
11724,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3553991/observation/0111,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-07-02 12:15:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,111,Ammoniacal Nitrogen as N,1.3,MILLIGRAM PER LITRE,041444,1.0,7,22,22,1,Ammoniacal Nitrogen as N,111,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,20.0,PASS
11727,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3553991/observation/0135,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-07-02 12:15:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,135,"Solids, Suspended at 105 C",23.0,MILLIGRAM PER LITRE,041444,1.0,7,90,90,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,30.0,PASS
11733,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3562962/observation/0111,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-09-17 13:17:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,111,Ammoniacal Nitrogen as N,0.61,MILLIGRAM PER LITRE,041444,1.0,9,22,22,1,Ammoniacal Nitrogen as N,111,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,20.0,PASS
11736,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3562962/observation/0135,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-09-17 13:17:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,135,"Solids, Suspended at 105 C",17.0,MILLIGRAM PER LITRE,041444,1.0,9,90,90,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,30.0,PASS
11742,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3564562/observation/0111,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-10-01 12:59:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,111,Ammoniacal Nitrogen as N,1.1,MILLIGRAM PER LITRE,041444,1.0,10,22,22,1,Ammoniacal Nitrogen as N,111,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,20.0,PASS
11745,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3564562/observation/0135,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-10-01 12:59:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,135,"Solids, Suspended at 105 C",12.0,MILLIGRAM PER LITRE,041444,1.0,10,90,90,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,30.0,PASS
11751,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3570105/observation/0111,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-11-26 12:18:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,111,Ammoniacal Nitrogen as N,2.8,MILLIGRAM PER LITRE,041444,1.0,11,22,22,1,Ammoniacal Nitrogen as N,111,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,20.0,PASS
11754,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3570105/observation/0135,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-11-26 12:18:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,135,"Solids, Suspended at 105 C",6.3,MILLIGRAM PER LITRE,041444,1.0,11,90,90,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,30.0,PASS
11760,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3572875/observation/0111,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-12-15 12:21:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,111,Ammoniacal Nitrogen as N,1.1,MILLIGRAM PER LITRE,041444,1.0,12,22,22,1,Ammoniacal Nitrogen as N,111,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,20.0,PASS
11763,https://environment.data.gov.uk/water-quality/sampling-point/SW-50950147/sample/3572875/observation/0135,SW-50950147,BROWNSEA ISLAND SEWAGE TREATMENT WORKS (NATIONAL TRUST),-1.9638,50.6894,SouthWest,SOUTH WEST - WESSEX,ECMAS SAMPLING (WESSEX),OPEN,SEWAGE & TRADE COMBINED - UNSPECIFIED,2025-12-15 12:21:00,COMPLIANCE AUDIT (PERMIT),FINAL SEWAGE EFFLUENT,135,"Solids, Suspended at 105 C",10.0,MILLIGRAM PER LITRE,041444,1.0,12,90,90,1,"Solids, Suspended at 105 C",135,SW,1,ABSOLUTE,1,12,1,041444,EA South West Region,MILLIGRAM PER LITRE,1,MAXIMUM VALUE,30.0,PASS
11778,https://environment.data.gov.uk/water-quality/sampling-point/SW-50951085/sample/3538959/observation/0111,SW-50951085,SHERFORD AT SNAILS BRIDGE US BLACKHEATH,-2.1436,50.7398,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-01-23 13:32:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,111,Ammoniacal Nitrogen as N,0.062,MILLIGRAM PER LITRE,042451,8.0,1,35,35,1,Ammoniacal Nitrogen as N,111,SW,1,ABSOLUTE,1,12,2b,042451,EA South West Region,MILLIGRAM PER LITRE,8,MAXIMUM VALUE,27.0,PASS
11779,https://environment.data.gov.uk/water-quality/sampling-point/SW-50951085/sample/3538959/observation/0111,SW-50951085,SHERFORD AT SNAILS BRIDGE US BLACKHEATH,-2.1436,50.7398,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-01-23 13:32:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,111,Ammoniacal Nitrogen as N,0.062,MILLIGRAM PER LITRE,042451,8.0,1,84,84,1,Ammoniacal Nitrogen as N,111,SW,1,ABSOLUTE,1,12,1a,042451,EA South West Region,MILLIGRAM PER LITRE,8,MAXIMUM VALUE,27.0,PASS
11780,https://environment.data.gov.uk/water-quality/sampling-point/SW-50951085/sample/3538959/observation/0111,SW-50951085,SHERFORD AT SNAILS BRIDGE US BLACKHEATH,-2.1436,50.7398,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-01-23 13:32:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,111,Ammoniacal Nitrogen as N,0.062,MILLIGRAM PER LITRE,042451,8.0,1,86,86,1,Ammoniacal Nitrogen as N,111,SW,1,ABSOLUTE,1,12,2a,042451,EA South West Region,MILLIGRAM PER LITRE,8,MAXIMUM VALUE,27.0,PASS
11781,https://environment.data.gov.uk/water-quality/sampling-point/SW-50951085/sample/3538959/observation/0111,SW-50951085,SHERFORD AT SNAILS BRIDGE US BLACKHEATH,-2.1436,50.7398,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-01-23 13:32:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,111,Ammoniacal Nitrogen as N,0.062,MILLIGRAM PER LITRE,042451,8.0,1,135,135,1,Ammoniacal Nitrogen as N,111,SW,1,ABSOLUTE,1,12,1b,042451,EA South West Region,MILLIGRAM PER LITRE,8,MAXIMUM VALUE,27.0,PASS
11790,https://environment.data.gov.uk/water-quality/sampling-point/SW-50951085/sample/3539749/observation/0085,SW-50951085,SHERFORD AT SNAILS BRIDGE US BLACKHEATH,-2.1436,50.7398,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-02-06 08:55:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,85,BOD : 5 Day ATU,1.4,MILLIGRAM PER LITRE,042451,8.0,2,34,34,1,BOD : 5 Day ATU,85,SW,1,ABSOLUTE,1,12,2b,042451,EA South West Region,MILLIGRAM PER LITRE,8,MAXIMUM VALUE,56.0,PASS
11791,https://environment.data.gov.uk/water-quality/sampling-point/SW-50951085/sample/3539749/observation/0085,SW-50951085,SHERFORD AT SNAILS BRIDGE US BLACKHEATH,-2.1436,50.7398,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-02-06 08:55:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,85,BOD : 5 Day ATU,1.4,MILLIGRAM PER LITRE,042451,8.0,2,64,64,1,BOD : 5 Day ATU,85,SW,1,ABSOLUTE,1,12,1a,042451,EA South West Region,MILLIGRAM PER LITRE,8,MAXIMUM VALUE,56.0,PASS
11792,https://environment.data.gov.uk/water-quality/sampling-point/SW-50951085/sample/3539749/observation/0085,SW-50951085,SHERFORD AT SNAILS BRIDGE US BLACKHEATH,-2.1436,50.7398,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-02-06 08:55:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,85,BOD : 5 Day ATU,1.4,MILLIGRAM PER LITRE,042451,8.0,2,85,85,1,BOD : 5 Day ATU,85,SW,1,ABSOLUTE,1,12,1b,042451,EA South West Region,MILLIGRAM PER LITRE,8,MAXIMUM VALUE,56.0,PASS
11793,https://environment.data.gov.uk/water-quality/sampling-point/SW-50951085/sample/3539749/observation/0085,SW-50951085,SHERFORD AT SNAILS BRIDGE US BLACKHEATH,-2.1436,50.7398,SouthWest,SOUTH WEST - WESSEX,EAST WESSEX,OPEN,FRESHWATER - RIVERS,2025-02-06 08:55:00,MONITORING  (NATIONAL AGENCY POLICY),RIVER / RUNNING SURFACE WATER,85,BOD : 5 Day ATU,1.4,MILLIGRAM PER LITRE,042451,8.0,2,103,103,1,BOD : 5 Day ATU,85,SW,1,ABSOLUTE,1,12,2a,042451,EA South West Region,MILLIGRAM PER LITRE,8,MAXIMUM VALUE,56.0,PASS
