PERMIT_REF,VERSION,DETE_CODE,row_count
25/04/1630,4,76,2
25/04/1630,4,111,2
25/04/1630,4,135,2
25/04/1630,4,911,2
25/04/1630,5,61,3
25/04/1630,5,76,2
25/04/1630,5,111,2
25/04/1630,5,135,2
25/04/1630,5,911,2
25/04/1630,6,61,3
25/04/1630,6,76,2
25/04/1630,6,111,2
25/04/1630,6,135,2
25/04/1630,6,911,2
25/04/1630,7,61,3
25/04/1630,7,76,2
25/04/1630,7,111,2
25/04/1630,7,135,2
25/04/1630,7,911,2
25/04/1630,8,61,3
25/04/1630,8,76,2
25/04/1630,8,111,2
25/04/1630,8,135,3
25/04/1630,8,911,2
25/04/1630,9,61,3
25/04/1630,9,76,2
25/04/1630,9,111,2
25/04/1630,9,135,3
25/04/1630,9,664,2
25/04/1630,9,8672,2
25/04/1630,10,61,3
25/04/1630,10,76,2
25/04/1630,10,111,2
25/04/1630,10,135,3
25/04/1630,10,664,2
25/04/1630,10,8672,2
25/04/1630,11,61,3
25/04/1630,11,76,2
25/04/1630,11,111,2
25/04/1630,11,135,3
25/04/1630,11,664,2
25/04/1630,11,8672,2
25/04/1630,12,61,3
25/04/1630,12,76,2
25/04/1630,12,111,2
25/04/1630,12,135,3
25/04/1630,12,664,2
25/04/1630,12,8672,2
25/04/1630,13,61,3
25/04/1630,13,76,2
25/04/1630,13,111,2
25/04/1630,13,135,3
25/04/1630,13,664,2
25/04/1630,14,61,3
25/04/1630,14,76,2
25/04/1630,14,111,2
25/04/1630,14,135,2
25/04/1630,14,664,2
25/04/1630,15,61,3
25/04/1630,15,76,2
25/04/1630,15,111,2
25/04/1630,15,135,2
25/04/1630,15,664,2
25/04/1630,16,61,3
25/04/1630,16,76,2
25/04/1630,16,111,2
25/04/1630,16,135,2
25/04/1630,16,664,2
25/04/1630,17,61,3
25/04/1630,17,76,2
25/04/1630,17,111,2
25/04/1630,17,135,2
25/04/1630,17,664,2
25/04/1630,18,61,2
25/04/1630,18,76,2
25/04/1640,3,135,2
25/04/1640,4,135,2
25/04/1640,5,135,2
25/04/1640,6,135,2
25/04/1640,7,135,2
25/04/1640,8,135,2
25/04/1643,2,7444,2
25/04/1643,2,8174,2
25/04/1645,1,135,6
25/04/1645,1,664,7
25/04/1656,1,85,2
25/04/1656,1,111,2
25/04/1656,12,664,2
25/04/1673,2,8174,3
25/04/1676,5,3647,2
25/04/1680,1,8174,2
25/04/1684,1,85,2
25/04/1684,1,135,2
25/04/1684,2,85,2
25/04/1684,2,135,2
25/04/1684,3,85,2
25/04/1684,3,135,2
25/04/1684,4,85,2
25/04/1684,4,135,2
25/04/1684,6,85,2
25/04/1684,6,135,2
25/04/1684,7,85,2
25/04/1684,7,135,2
25/04/1700,2,3527,2
25/04/1700,2,7444,3
25/04/1701,2,7444,3
25/04/1701,2,8174,3
25/04/1706,8,3647,2
25/04/1707,3,135,2
25/04/1707,4,135,2
25/04/1707,5,135,2
25/04/1707,6,135,2
25/04/1707,7,135,2
25/04/1707,8,135,2
25/04/1707,9,135,2
25/04/1707,10,135,2
25/04/1707,11,135,2
25/04/1707,12,135,2
25/04/1707,13,135,2
25/04/1728,1,76,2
25/04/1728,2,76,2
25/04/1740,7,3647,2
25/04/1773,3,7782,2
25/04/1779,1,85,2
25/04/1779,1,135,2
25/04/1785,2,7444,2
25/04/1797,1,85,2
25/04/1797,1,111,2
25/04/1797,1,135,2
25/04/1797,2,85,2
25/04/1797,2,111,2
25/04/1797,2,135,2
25/04/1797,3,85,2
25/04/1797,3,111,2
25/04/1797,3,135,2
25/04/1797,4,85,2
25/04/1797,4,111,2
25/04/1797,4,135,2
25/04/1797,5,85,2
25/04/1797,5,111,2
25/04/1797,5,135,2
25/04/1797,6,85,2
25/04/1797,6,111,2
25/04/1797,6,135,2
25/04/1797,7,85,2
25/04/1797,7,111,2
25/04/1797,7,135,2
25/04/1797,8,85,2
25/04/1797,8,111,2
25/04/1797,8,135,2
25/04/1797,9,85,2
25/04/1797,9,111,2
25/04/1797,9,135,2
25/04/1797,10,85,2
25/04/1797,10,111,2
25/04/1797,10,135,2
25/04/1797,10,6425,2
25/04/1797,10,7782,2
25/04/1797,10,8174,2
25/04/1797,11,85,2
25/04/1797,11,111,2
25/04/1797,11,135,2
25/04/1800,1,85,2
25/04/1800,1,135,2
25/04/1800,2,85,2
25/04/1800,2,135,2
25/04/1800,3,85,2
25/04/1800,3,135,2
25/04/1800,3,6425,2
25/04/1800,3,7782,2
25/04/1800,4,85,2
25/04/1800,4,135,2
25/04/1800,4,6425,2
25/04/1800,4,7729,2
25/04/1800,4,7782,2
25/04/1856,1,85,2
25/04/1856,1,111,2
25/04/1856,2,85,2
25/04/1856,2,111,2
25/04/1856,3,85,2
25/04/1856,3,111,2
25/04/1856,4,85,2
25/04/1858,1,135,2
25/04/1858,2,135,2
25/04/1858,3,135,2
25/04/1858,4,135,2
25/04/1858,5,135,2
25/04/1858,6,135,2
25/04/1858,6,7782,2
25/04/1858,7,8174,2
25/04/1859,4,7444,2
25/04/1859,5,3647,2
25/04/1859,5,7444,2
25/05/5037,1,61,2
25/05/5037,1,76,2
25/05/5037,1,664,2
25/05/5037,1,911,2
25/05/5037,2,61,2
25/05/5037,2,76,2
25/05/5037,2,664,2
25/05/5037,2,912,2
25/05/5037,3,61,2
25/05/5037,3,76,2
25/05/5037,3,664,2
25/05/5037,3,912,2
25/05/5037,3,3527,2
25/05/5037,3,6425,2
25/05/5040,2,7444,2
25/05/5040,2,8174,2
25/06/1010,1,85,2
25/06/1010,1,135,2
25/06/1010,1,664,2
25/06/1010,2,85,2
25/06/1010,2,135,2
25/06/1010,2,664,2
25/06/1010,3,85,2
25/06/1010,3,135,2
25/06/1010,3,664,2
25/06/1010,3,6425,2
25/06/1010,3,7782,2
25/06/1010,4,85,2
25/06/1010,4,111,2
25/06/1010,4,135,2
25/06/1010,4,664,2
25/06/1010,4,3527,2
25/06/1010,4,7729,2
25/06/1010,4,7782,2
25/06/1015,1,135,2
25/06/1015,2,135,2
25/06/1015,3,135,2
25/06/1015,4,135,2
25/06/1015,5,135,2
25/06/1015,6,135,2
25/06/1015,7,135,2
25/06/1015,8,135,2
25/06/1015,9,135,2
25/06/1032,5,6425,2
25/06/1032,5,7782,2
25/06/1033,1,7444,2
25/06/1033,1,8174,2
2502,1,135,2
2502,3,135,2
2502,9,135,2
2502,20,8174,2
2502,21,2932,2
2502,21,3647,2
2502,21,8174,2
2502,22,2932,2
2502,22,3647,2
2502,22,8174,2
2503,1,135,2
2503,3,135,2
2503,4,85,2
2503,4,135,3
2503,5,85,2
2503,5,135,2
251/0845,3,135,2
251/0847,1,135,2
251/0847,2,135,2
251/0930,1,664,2
251/0940,4,3647,2
251/0940,5,3647,2
251/0940,6,3647,2
252/0073,2,7444,2
252/0364,2,7444,2
252/0366,2,7444,2
252/0851,1,85,2
252/0851,1,135,2
252/0851,3,85,2
252/0851,3,135,2
252/0991,1,85,2
252/0991,1,135,2
252/0991,1,6425,2
252/0993,2,7444,2
252/0993,3,7444,2
252/0993,3,8174,2
252/0993,4,7444,2
252/1001,1,8174,2
252/1002,2,7444,2
252/1003,1,135,2
252/1003,1,664,2
252/1132,1,61,3
252/1132,1,135,3
252/1132,1,664,2
252/1132,1,911,2
252/1132,2,61,3
252/1132,2,135,3
252/1132,2,664,2
252/1132,2,911,2
252/1132,3,61,3
252/1132,3,135,3
252/1132,3,664,2
252/1132,3,911,2
252/1132,4,61,3
252/1132,4,135,3
252/1132,4,664,2
252/1132,4,911,2
252/1132,4,6425,2
252/1134,2,135,2
252/1134,2,664,2
252/1134,2,3527,2
252/1134,2,6425,2
252/A/0772,1,85,2
252/A/0772,1,135,2
252/A/0772,1,3527,2
252/A/0796,1,85,2
252/A/0796,1,135,2
252/A/0796,1,3527,2
252/A/0805,1,85,2
252/A/0805,1,135,2
252/A/0805,1,3527,2
252/A/0821,1,85,2
252/A/0821,1,3527,2
252/A/0825,1,85,2
252/A/0825,1,135,2
252/A/0825,1,3527,2
252/A/0835,1,85,2
252/A/0835,1,135,2
252/A/0835,1,3527,2
252/C/0146,1,85,2
252/C/0146,1,135,2
252/D/0167,2,7444,2
253/0053,2,7444,2
253/0237,3,7444,2
253/0237,3,8174,2
253/0853,2,111,2
253/1037,2,7444,2
253/1049,4,135,2
253/1072,5,85,3
253/1072,5,111,2
253/1072,5,135,3
253/1095,1,135,2
253/1277,2,7782,2
253/1278,6,7782,3
253/1278,7,8174,2
253/1278,8,8174,2
253/1278,9,8174,2
253/1278,10,8174,2
253/1278,11,3647,3
253/1278,11,8174,2
253/1278,12,2932,2
253/1278,12,2933,2
253/1278,12,3647,3
253/1278,12,8174,2
253/1278,13,2928,2
253/1278,13,2932,2
253/1278,13,2933,2
253/1278,13,2934,2
253/1278,13,3647,3
253/1278,13,8174,2
253/1278,14,3647,3
253/1278,14,8174,2
253/A/0824,1,85,2
253/A/0824,1,135,2
253/A/0824,1,3527,2
253/A/0942,1,7444,7
253/A/0942,1,8174,7
253/A/0942,2,7444,6
253/A/0942,2,8174,6
253/A/0942,3,7444,5
253/A/0942,3,8174,5
2536,1,135,2
2539,1,135,2
254/0047,3,7444,2
254/0047,3,8174,2
254/0057,1,7444,2
254/0159,2,61,2
254/0159,2,135,2
254/0159,2,167,2
254/0159,2,666,2
254/0159,2,3527,2
254/0159,2,6425,2
254/0289,1,61,2
254/0289,1,92,2
254/0289,1,135,2
254/0289,1,175,2
254/0289,1,3421,2
254/0289,1,6425,2
254/0289,1,9298,2
254/0289,2,61,2
254/0289,2,92,2
254/0289,2,135,2
254/0289,2,175,2
254/0289,2,3421,2
254/0289,2,6425,2
254/0324,1,61,2
254/0324,1,76,2
254/0324,1,135,2
254/0324,1,3164,2
254/0324,1,3527,2
254/0324,1,4370,2
254/0324,2,61,2
254/0324,2,76,2
254/0324,2,135,2
254/0324,2,3164,2
254/0324,2,3527,2
254/0431,1,135,2
254/0477,1,76,2
254/0478,1,76,2
254/0699,1,135,2
254/0699,2,135,2
254/0699,3,135,2
254/0857,1,135,2
254/0859,1,85,2
254/0859,1,135,2
254/0859,2,85,2
254/0859,2,135,2
254/0859,3,85,2
254/0859,3,135,2
254/0864,2,135,2
254/0865,3,135,2
254/0867,1,85,2
254/0867,1,135,2
254/0867,1,3527,2
254/0867,2,85,2
254/0867,2,135,2
254/0867,2,3527,2
254/0966,1,6425,2
254/0966,1,7444,2
254/0966,2,6425,2
254/0966,2,7444,2
254/0974,2,7444,2
254/0981,2,7444,2
254/0981,2,8174,2
254/0986,1,3911,2
254/0988,1,135,2
254/1018,2,8174,2
254/1019,2,7444,2
254/1076,3,7444,3
254/1076,3,8174,3
254/1077,2,7444,2
254/1092,2,7444,2
254/1108,1,76,2
254/1146,2,135,2
254/1146,3,135,2
254/1159,1,135,2
254/1159,1,664,3
254/1262,1,85,2
254/1262,1,111,2
254/1262,1,135,2
254/1262,1,664,4
254/1262,1,6425,2
254/1270,1,664,5
254/1271,1,135,3
254/1271,1,664,3
254/1359,1,61,2
254/1359,1,911,2
254/1359,1,3527,2
254/1359,1,6425,2
254/1366,2,7444,2
254/1387,1,61,2
254/1387,1,76,2
254/1387,1,6425,2
254/1387,1,9827,2
254/1387,2,61,2
254/1387,2,76,2
254/1387,2,6425,2
254/1387,2,9827,2
254/1397,1,135,2
254/1397,1,664,2
254/1397,2,135,2
254/1397,2,664,2
254/1397,3,135,2
254/1397,3,664,2
254/1413,1,85,3
254/1413,1,111,3
254/1413,1,135,3
254/1413,1,664,4
254/1458,4,135,2
254/1458,4,911,2
254/1458,4,6425,3
254/1509,1,664,2
254/1514,5,7444,2
254/1514,5,8174,2
254/1528,5,7782,2
254/1813,1,8174,2
254/1866,1,85,2
254/1866,1,135,2
254/1866,2,85,2
254/1866,2,135,2
254/1866,3,85,2
254/1866,3,135,2
254/1866,4,85,2
254/1866,4,135,2
254/1866,5,85,2
254/1866,5,135,2
254/1866,6,85,2
254/1866,6,135,2
254/1866,7,85,2
254/1866,7,135,2
254/1866,8,85,2
254/1866,8,135,2
254/1866,8,6425,2
254/1866,8,7782,2
254/1885,3,76,2
254/1885,4,76,2
254/1885,5,76,2
254/1894,2,7444,2
254/1900,1,85,2
254/1900,1,135,2
254/1902,1,85,3
254/1902,1,135,3
254/1903,2,61,2
254/1903,2,135,2
254/1903,2,664,2
254/1903,2,6425,2
254/1903,2,8944,3
254/1903,2,9807,3
254/1913,1,85,2
254/1913,1,135,2
254/1913,2,85,2
254/1913,2,135,2
254/1913,3,85,2
254/1913,3,135,2
254/1913,3,664,2
254/1913,4,85,2
254/1913,4,135,2
254/1913,4,664,2
254/1913,4,7782,2
254/1920,14,135,2
254/1920,15,135,2
254/1920,16,135,2
254/1920,17,135,2
254/1928,3,7444,2
254/1962,4,3647,2
254/1962,5,3647,2
254/1963,2,7444,2
254/1963,2,8174,2
254/1965,1,135,2
254/1965,2,6425,2
254/1966,1,135,2
254/1966,2,135,2
254/A/0477,1,85,2
254/A/0477,1,135,2
254/A/0477,1,6425,2
254/A/0583,1,135,2
254/A/0583,1,6425,2
254/A/0665,1,85,2
254/A/0665,1,135,2
254/A/0665,1,3527,2
254/A/0668,1,85,2
254/A/0668,1,135,2
254/A/0668,1,3527,2
254/A/0669,1,85,2
254/A/0669,1,135,2
254/A/0669,1,3527,2
254/A/0802,1,85,2
254/A/0802,1,135,2
254/A/0802,1,3527,2
254/A/0820,1,85,2
254/A/0820,1,135,2
254/A/0820,1,3527,2
254/A/0828,1,85,2
254/A/0828,1,135,2
254/A/0828,1,3527,2
254/A/0954,1,135,2
254/A/1042,1,85,2
254/A/1042,1,135,2
254/A/1042,1,3527,2
254/B/0153A,1,6425,2
254/B/0252,2,7444,2
254/C/0428,2,7444,2
254/D/0171,1,85,2
254/D/0171,1,135,2
254/D/0201,1,85,2
254/D/0201,1,135,2
254/E/0204,4,7444,2
254/E/0478,1,61,2
254/E/0478,1,135,2
254/E/0478,1,3421,2
254/E/0478,1,6425,2
255/1074,2,61,2
255/1074,2,76,4
255/1074,2,666,2
255/1074,2,912,2
255/1095,2,7444,2
255/1095,2,8174,2
255/1098,1,6425,2
255/1114,2,7444,2
255/1114,3,7444,2
255/1115,2,7444,2
255/1115,3,7444,2
255/1115,3,8174,2
255/1129,2,664,2
255/1129,2,6425,2
255/1144,2,135,2
255/1144,5,135,2
255/1144,6,135,2
255/1144,6,3527,2
255/1144,6,6425,2
255/1144,6,7782,2
255/1149,2,8174,2
255/1177,3,664,2
255/1177,3,6425,2
255/1177,3,7444,2
255/1197,1,135,4
255/1199,2,6425,2
255/1220,6,3647,2
255/1224,1,61,2
255/1224,1,6051,2
255/1224,2,61,2
255/1224,2,664,2
255/1224,2,3527,2
255/1224,2,6051,2
255/1224,2,6425,2
255/1224,2,6705,2
255/5020,2,7444,2
255/5021,2,8174,2
255/5022,2,7444,2
255/5025,1,664,2
255/5046,2,7444,2
2556,4,85,2
2556,4,135,2
2556,5,85,2
2556,5,135,2
2556,10,3647,2
2556,11,3647,2
256/0869,3,135,2
256/0908,1,7444,2
256/1067,2,7444,2
256/1067,2,8174,2
256/1077,3,7444,2
256/1077,3,8174,2
256/1078,3,7444,2
256/A/0819,1,85,2
256/A/0819,1,135,2
256/A/0819,1,3527,2
256/C/0407,3,7444,2
256/C/0407,4,7444,2
2573,1,135,2
2573,2,135,2
2583,1,85,2
2583,1,135,2
2583,2,135,2
2583,10,6051,2
2596,1,135,2
2596,2,135,2
2596,3,85,2
2596,3,135,2
2608,1,61,2
2608,1,135,2
2608,1,666,2
2608,1,3421,2
2608,1,6425,2
2655,1,85,2
2655,1,135,2
2655,2,135,2
2655,12,3647,2
27/19/0030,1,135,2
27/19/0045,4,3647,2
27/19/0045,4,8174,2
27/19/0045,5,3647,2
27/19/0045,5,8174,2
27/19/0045,6,85,2
27/19/0045,6,111,2
27/19/0045,6,135,2
27/19/0045,6,3647,4
27/19/0045,6,7729,2
27/19/0045,6,7782,2
27/19/0045,6,8174,3
27/19/0056,2,7444,2
27/19/0056,2,8174,2
27/19/0078,4,8174,2
27/19/0083,6,7444,2
27/20/0046,6,8174,2
27/20/0052,2,85,2
27/20/0052,2,135,2
27/20/0052,2,664,2
27/20/0052,2,6425,2
27/20/0054,8,3647,2
27/20/0068,6,3647,2
27/20/0068,7,3647,2
27/20/0069,1,9827,2
27/20/0069,2,9827,2
27/20/0069,3,8174,2
27/20/0069,4,9827,2
27/20/0069,5,3647,2
27/20/0069,5,8174,2
27/20/0069,6,3647,2
27/20/0069,6,8174,2
27/20/0082,2,7444,2
27/20/0082,2,8174,2
27/20/0113,2,7444,2
27/20/0113,2,8174,2
27/20/0144,2,61,2
27/20/0144,2,135,2
27/20/0144,2,6425,2
27/21/0083,4,7444,2
27/21/0083,4,8174,2
27/21/0088,4,8174,2
27/21/0091,3,8174,2
27/21/0091,4,8174,2
27/21/0091,5,8174,2
27/21/0091,6,8174,2
27/21/0091,7,3647,2
27/21/0091,7,8174,2
27/21/0136,2,7444,2
27/21/0136,2,8174,2
27/21/0139,3,8174,2
27/21/0139,4,3647,2
27/21/0139,4,8174,2
27/21/0141,2,7444,2
27/21/0142,1,7444,3
27/21/0205,2,7444,2
27/21/0205,2,8174,2
27/21/0205,4,7444,2
27/21/0205,4,8174,2
27/21/0216,1,8174,15
27/22/0002,1,135,2
27/22/0002,1,664,2
27/22/0002,2,135,4
27/22/0002,2,664,4
27/22/0002,2,3527,2
27/22/0002,2,6425,2
27/22/0002,3,135,4
27/22/0002,3,664,4
27/22/0002,3,3527,2
27/22/0002,3,6425,2
27/22/0030,1,135,4
27/22/0030,1,664,4
27/22/0030,1,4883,4
27/22/0030,1,6425,3
27/22/0030,2,135,4
27/22/0030,2,664,4
27/22/0030,2,4883,4
27/22/0030,2,6425,3
27/22/0046,2,135,2
27/22/0046,2,664,2
27/22/0046,2,6425,2
27/22/0048,5,3647,2
27/22/0048,6,3647,2
27/22/0048,7,3647,2
27/22/0052,4,8174,2
27/22/0060,5,8174,2
27/22/0066,2,7444,2
27/22/0066,2,8174,2
27/22/0077,3,8174,2
27/22/0090,1,8174,2
27/22/0090,2,8174,2
27/22/0090,3,8174,2
27/22/0092,2,7444,2
27/22/0092,2,8174,2
27/22/0094,2,7444,2
27/22/0094,2,8174,2
27/22/0095,5,3647,2
27/22/0095,6,3647,2
27/22/0096,3,7444,2
27/22/0096,3,8174,2
27/22/0103,2,7444,2
27/22/0103,2,8174,2
27/22/0107,1,6425,2
27/22/0153,2,7444,2
27/23/0009,1,135,2
27/23/0009,1,664,2
27/23/0009,1,6425,2
27/23/0093,2,7444,2
27/23/0093,2,8174,2
27/23/0107,1,135,3
27/23/0107,1,664,3
27/23/0110,1,6425,2
27/23/0121,1,61,2
27/23/0121,1,6425,2
27/23/0123,5,3647,3
27/23/0123,5,8174,2
27/23/0129,3,7444,2
27/23/0129,3,8174,2
27/23/0136,3,7444,2
27/23/0136,3,8174,2
27/23/0138,4,7444,2
27/23/0138,5,7444,2
27/23/0144,5,3647,2
27/23/0144,5,8174,2
27/23/0144,6,3647,2
27/23/0144,6,8174,2
27/23/0194,4,3647,2
27/23/0215,1,7444,2
27/23/0222,2,7444,2
27/23/0230,1,135,2
27/23/0230,1,664,2
27/23/0259,1,6425,2
27/23/0260,1,6425,2
27/23/0264,7,3647,2
27/23/0264,8,3647,2
27/23/0273,2,7444,2
27/23/0281,4,8174,2
27/23/0311,1,6425,2
27/23/0353,2,7444,2
27/23/0353,2,8174,2
27/24/0011,1,135,2
27/24/0112,1,61,2
27/24/0112,1,3487,2
27/24/0112,1,9233,2
27/24/0124,6,85,2
27/24/0124,6,111,2
27/24/0124,6,135,2
27/24/0124,6,6425,2
27/24/0124,7,85,2
27/24/0124,7,111,2
27/24/0124,7,135,2
27/24/0124,7,6425,2
27/24/0124,8,85,2
27/24/0124,8,111,2
27/24/0124,8,135,2
27/24/0124,8,6425,2
27/24/0124,9,85,2
27/24/0124,9,111,2
27/24/0124,9,135,2
27/24/0124,9,6425,2
27/24/0124,10,85,2
27/24/0124,10,111,2
27/24/0124,10,135,2
27/24/0124,10,6425,2
27/24/0124,11,85,2
27/24/0124,11,111,2
27/24/0124,11,135,2
27/24/0124,11,6425,2
27/24/0124,12,85,2
27/24/0124,12,111,2
27/24/0124,12,135,2
27/24/0124,12,6425,2
27/24/0146,1,7444,2
27/24/0148,5,3647,2
27/24/0148,6,3647,2
27/24/0162,9,3647,2
27/24/0162,10,3647,2
27/24/0162,11,3647,2
27/24/0162,12,3647,2
27/24/0166,7,3647,2
27/24/0171,2,3527,2
27/24/0171,2,8174,2
27/24/0179,4,3647,2
27/24/0179,5,3647,2
27/24/0203,2,7444,2
27/24/0214,2,7444,2
27/24/0214,2,8174,2
27/24/0228,3,8174,2
27/24/0241,2,7444,2
27/24/0241,2,8174,2
27/24/0242,2,7444,2
27/24/0242,2,8174,2
27/24/0249,2,7444,2
27/24/0311,2,7444,2
27/24/0321,7,3647,2
27/24/0322,2,3647,2
27/24/0338,4,3647,2
27/24/0338,5,3647,2
27/24/0363,3,8174,2
27/24/0363,4,3647,2
27/24/0363,4,8174,2
27/24/0378,1,76,2
27/24/0378,3,76,2
27/24/0378,4,76,2
27/24/0416,1,135,2
27/24/0462,2,7444,2
27/24/0462,2,8174,2
27/24/0464,2,7444,2
27/24/0464,2,8174,2
27/24/0465,3,7444,2
27/25/0075,4,8174,2
27/25/0075,7,8174,2
27/25/0082,7,3647,2
27/25/0092,2,7444,2
27/25/0092,2,8174,2
27/25/0097,2,7444,3
27/25/0099,4,348,2
27/25/0119,4,3647,2
27/25/0121,1,8174,2
27/26/0036,3,3647,2
27/27/0043,1,135,2
27/27/0043,1,664,2
27/27/0043,1,6425,2
27/27/0043,2,135,2
27/27/0043,2,664,3
27/27/0043,2,6425,2
27/27/0063,6,8174,2
27/27/0065,3,3527,2
27/27/0065,4,8174,2
27/27/0076,3,7444,2
27/27/0076,4,7444,2
27/27/0081,2,61,2
27/27/0081,2,135,2
27/27/0081,2,3527,2
27/27/0081,2,6057,2
27/27/0081,2,6425,4
27/27/0091,3,7444,2
27/27/0091,3,8174,2
27/27/0093,2,7444,2
27/27/0093,2,8174,2
27/27/0102,2,7444,2
27/27/0105,4,3647,2
27/27/0113,2,6425,2
27/27/0113,2,9827,2
27/27/0145,1,135,2
27/27/0145,1,664,2
27/27/0145,1,6425,2
27/27/0145,2,135,2
27/27/0145,2,664,2
27/27/0145,2,6425,2
27/28/0063,1,135,2
27/28/0063,2,135,2
27/28/0063,2,6425,3
27/28/0063,3,135,2
27/28/0063,3,6425,3
27/28/0104,6,3647,2
27/28/0104,7,3647,2
27/28/0121,2,7444,2
27/28/0121,2,8174,2
27/28/0171,2,8174,2
27/28/0172,2,7444,2
27/28/0183,2,7444,3
27/28/0195,7,3647,2
27/28/0195,8,3647,2
27/28/0195,9,3647,2
27/29/0040,1,7444,3
27/29/0040,1,8174,2
27/29/0042,1,9827,2
27/29/0042,3,7444,3
27/29/0042,3,8174,2
27/29/0045,1,7444,2
27/29/0045,1,8174,3
27/29/0059,3,7444,2
27/29/0059,3,8174,2
27/29/0062,3,7444,2
27/29/0062,3,8174,2
27/29/0079,3,7444,2
27/29/0079,3,8174,2
27/29/0106,3,8174,2
27/29/0112,1,664,2
27/29/0112,1,6425,2
2704,10,3647,2
2704,11,3647,2
2775,4,3063,2
2775,4,7444,2
2776,4,135,2
2776,5,135,2
2776,6,135,2
2789,1,76,12
2789,1,9827,12
2789,2,76,12
2789,2,3527,12
2789,2,6425,12
2809,1,661,2
2828,1,135,2
2829(T),1,135,2
2829(T),2,135,2
2829(T),7,85,2
2829(T),7,135,2
2829(T),10,3647,2
2829(T),11,3647,2
2837,3,7444,2
2837,3,8174,2
2838,1,85,2
2838,1,135,2
2838,2,135,2
2838,3,135,2
2838,4,135,2
2838,19,8174,2
2838,20,8174,2
2846,2,135,2
2846,6,8174,2
2933,1,85,2
2933,1,135,3
2935,1,135,2
2941,1,85,2
2941,1,135,2
2941,2,135,3
2941,3,135,2
2955,1,135,2
2955,3,135,2
2955,4,85,2
2955,4,135,2
2964,1,135,2
2965,1,135,2
2968,1,135,2
2990,2,135,2
2992,4,7444,2
2997,1,135,2
3/28/01/0399,1,7444,2
3/28/01/0399,2,6425,2
3/28/01/0399,2,7444,2
3/28/05/1406,1,6425,2
3/28/05/1406,1,7444,2
3/28/17/0525,1,7444,2
3/28/70/1185A,1,7444,24
3/28/76/1194,1,6425,2
3/28/76/1194,1,7444,2
300014,3,7444,2
300016,2,7444,2
300038/PC/01,2,7444,2
300227,2,7444,2
300238/PC/01,3,7444,2
300436/FN/01,7,8174,2
300436/FN/01,8,8174,2
300453/PC/01,3,7444,2
300454/FU/01,1,50,2
300454/FU/01,1,61,2
300454/FU/01,1,85,2
300454/FU/01,1,105,2
300454/FU/01,1,108,2
300454/FU/01,1,135,2
300454/FU/01,1,511,2
300454/FU/01,1,1049,2
300454/FU/01,1,1085,2
300454/FU/01,1,3164,2
300454/FU/01,1,3328,2
300454/FU/01,1,3373,2
300454/FU/01,1,5565,2
300454/FU/01,1,6051,2
300454/FU/01,1,6452,2
300454/FU/01,1,6455,2
300454/FU/01,1,6462,2
300454/FU/01,1,7081,2
300454/FU/01,2,50,2
300454/FU/01,2,61,2
300454/FU/01,2,85,2
300454/FU/01,2,105,2
300454/FU/01,2,108,2
300454/FU/01,2,135,2
300454/FU/01,2,511,2
300454/FU/01,2,1049,2
300454/FU/01,2,1085,2
300454/FU/01,2,3164,2
300454/FU/01,2,3328,2
300454/FU/01,2,3373,2
300454/FU/01,2,5565,2
300454/FU/01,2,6051,2
300454/FU/01,2,6452,2
300454/FU/01,2,6455,2
300454/FU/01,2,6462,2
300454/FU/01,2,7081,2
3007,4,7444,2
3007,4,8174,2
300737,3,7444,2
300738,3,7444,2
300740,2,7444,2
300820,3,7444,3
300821,3,7444,2
300823,2,7444,2
300824,2,7444,2
300828,2,7444,2
300916,2,85,2
300916,2,111,2
300916,2,135,2
300918,1,111,2
300969,2,7444,2
300970,3,7444,2
300970,4,7444,2
300970,5,7444,2
300975,2,7444,2
301119,1,135,2
301119,5,61,2
301119,5,108,2
301119,5,135,2
301119,5,6046,2
301119,5,6050,2
301119,5,6051,2
301119,5,6057,2
301119,5,6452,2
301119,5,6455,2
301119,5,6462,2
301119,6,61,2
301119,6,108,2
301119,6,135,3
301119,6,6046,2
301119,6,6050,2
301119,6,6051,2
301119,6,6452,2
301119,6,6455,2
301119,6,6462,2
301142,1,50,2
301142,1,61,2
301142,1,135,2
301142,1,499,2
301142,1,535,2
301142,1,576,2
301142,1,3164,2
301142,1,6452,2
301142,1,6455,2
301150,3,7444,2
301284,1,61,2
301284,1,135,2
301284,1,6057,2
301299,7,8174,2
301299,8,3647,2
301299,8,8174,2
301299,9,3647,2
301299,9,8174,2
301325,2,7444,2
301457,1,6425,2
301457,2,6425,2
301482,5,7444,2
301581,2,7444,2
301587,2,7444,2
301588,2,7444,2
301589,1,7444,2
301590,2,7444,2
301590,3,7444,2
301592,3,7444,2
301592,4,7444,2
301593,2,7444,2
301596,3,7444,2
301598,1,7444,2
301599,2,7444,2
301605,2,7444,2
301607,2,7444,2
301609,2,7444,2
301610,2,7444,2
301613,1,7444,2
301614,2,7444,2
301614,3,7444,2
301615,2,7444,2
301616,1,7444,2
301617,2,7444,2
301618,2,7444,2
301619,2,7444,2
301620,1,7444,2
301621,2,7444,2
301623,1,7444,2
301624,1,7444,2
301625,2,7444,2
301626,3,7444,2
301627,1,7444,2
301628,3,7444,2
301629,2,7444,2
301630,2,7444,2
301631,1,7444,2
301635,2,7444,2
301636,2,7444,2
301637,1,7444,2
301638,1,7444,2
