PERMIT_REF,VERSION,DETE_CODE,row_count
012129,2,135,2
012129,3,85,2
012129,3,135,2
012129,4,85,2
012129,4,135,2
012129,5,8174,2
012129,7,3647,2
012130,1,85,2
012130,1,135,2
012130,2,85,2
012130,2,135,2
012132,1,85,2
012132,1,111,2
012132,1,135,2
012132,2,85,2
012132,2,111,2
012132,2,135,2
012132,2,664,2
012132,2,6425,2
012186,1,85,2
012186,1,111,2
012186,1,135,2
012186,1,6425,2
012204,1,85,2
012204,1,111,2
012214,1,85,2
012214,1,111,2
012214,1,135,2
012214,1,6425,2
012286,1,85,3
012286,1,111,3
012286,1,135,3
012286,1,6425,3
012293,1,85,2
012293,1,111,2
012293,1,135,2
012332,1,85,2
012332,1,111,2
012332,1,135,2
012332,1,6425,2
012337,1,135,2
012338,1,85,2
012338,1,111,2
012338,1,135,2
012338,1,6425,2
012344,1,76,2
012344,1,85,3
012344,1,135,3
012358,1,85,2
012358,1,111,2
012358,1,135,2
012358,1,6425,2
012370,1,7444,2
012396,1,85,2
012396,1,111,2
012396,1,135,2
012410,1,61,2
012410,1,85,2
012410,1,135,2
012410,1,3164,2
012410,1,6452,2
012410,1,6455,2
012441,1,85,2
012441,1,111,2
012441,1,135,2
012441,1,6425,2
012479,1,85,2
012479,1,111,2
012479,1,135,2
012504,1,85,2
012504,1,111,2
012504,1,135,2
012504,1,6425,2
012510,1,85,2
012510,1,111,2
012510,1,135,2
012510,1,6425,2
012522,1,85,2
012522,1,111,2
012522,1,135,2
012522,1,6425,2
012531,1,85,2
012531,1,111,2
012531,1,135,2
012531,1,6425,2
012561,1,85,2
012561,1,111,2
012561,1,135,2
012561,1,6425,2
012569,1,85,2
012569,1,111,2
012569,1,135,2
012569,1,6425,2
012643,1,85,2
012643,1,111,2
012643,1,135,2
012643,1,6425,2
012654,1,85,2
012654,1,111,2
012654,1,135,2
012660,1,135,2
012664,1,85,2
012664,1,111,2
012664,1,135,2
012664,1,6425,2
012680,1,85,2
012680,1,111,2
012680,1,135,2
012680,1,6425,2
012699,1,85,2
012699,1,111,2
012699,1,135,2
012699,1,6425,2
012704,1,85,2
012704,1,111,2
012704,1,135,2
012719,1,85,2
012719,1,111,2
012719,1,135,2
012719,1,6425,2
012722,1,61,2
012722,1,135,2
