COMPANY_NAME,DISCHARGE_SITE_NAME,DISCHARGE_SITE_TYPE_CODE,DSI_TYPE_DESCRIPTION,ADD_OF_DISCHARGE_SITE_LINE_1,ADD_OF_DISCHARGE_SITE_LINE_2,ADD_OF_DISCHARGE_SITE_LINE_3,ADD_OF_DISCHARGE_SITE_LINE_4,ADD_OF_DISCHARGE_SITE_PCODE,DISTRICT_COUNCIL,DISCHARGE_NGR,CATC_NAME,CATCHMENT_CODE,EA_REGION,SOURCE,PERMIT_NUMBER,PERMIT_VERSION,RECEIVING_WATER,RECEIVING_ENVIRON_TYPE_CODE,REC_ENV_CODE_DESCRIPTION,ISSUED_DATE,EFFECTIVE_DATE,REVOCATION_DATE,STATUS_OF_PERMIT,STATUS_DESCRIPTION,OUTLET_NUMBER,OUTLET_TYPE_CODE,OUTLET_TYPE_DESCRIPTION,OUTLET_GRID_REF,EFFLUENT_NUMBER,EFFLUENT_TYPE,EFF_TYPE_DESCRIPTION,EFFLUENT_GRID_REF,DISCHARGE_EASTING,DISCHARGE_NORTHING,permit_pair
TARMAC TRADING LIMITED,ESKETT QUARRY,07,Mining of Metal Ores,ESKETT,WINDER,FRIZINGTON,CUMBRIA,,CUMBERLAND UA,NY0550016700,,,NW,EA North West Region,017490114,1,HORSE GILL,1.0,Freshwater river,,10/23/85 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,T,Trade,NY0550016600,1,TG,TRADE DISCHARGES - MINERAL WORKINGS,NY0550016600,305500,516700,"('017490114', 1)"
TARMAC TRADING LIMITED,ESKETT QUARRY,07,Mining of Metal Ores,ESKETT,WINDER,FRIZINGTON,CUMBRIA,,CUMBERLAND UA,NY0550016700,,,NW,EA North West Region,017490143,2,GIMELTHWAITE  GILL,1.0,Freshwater river,,07/10/95 00:00:00,,Z2,POST NRA LEGISLATION WHERE ISSUE DATE > 31-AUG-89 (HISTORIC ONLY),1,T,Trade,NY0560016600,1,TG,TRADE DISCHARGES - MINERAL WORKINGS,NY0560016600,305500,516700,"('017490143', 2)"
GORDON & ANN TALBOT,MARRON FISH FARM,03,Fish + Aquaculture/Fish Farm/Cress Farm,MILL HOUSE,BRANTHWAITE,WORKINGTON,CUMBRIA,,CUMBERLAND UA,NY0595024850,,,NW,EA North West Region,017590145,2,CROOKELTY SPOUT/RV MARRON,1.0,Freshwater river,,03/25/86 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,A,Agriculture,NY0595024850,1,AF,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,NY0595024850,305950,524850,"('017590145', 2)"
GORDON & ANN TALBOT,MARRON FISH FARM,03,Fish + Aquaculture/Fish Farm/Cress Farm,MILL HOUSE,BRANTHWAITE,WORKINGTON,CUMBRIA,,CUMBERLAND UA,NY0595024850,,,NW,EA North West Region,017590099,2,R.MARRON,1.0,Freshwater river,,03/25/86 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,T,Trade,NY0595024870,1,AF,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,NY0595024870,305950,524850,"('017590099', 2)"
GORDON & ANN TALBOT,MARRON FISH FARM,03,Fish + Aquaculture/Fish Farm/Cress Farm,MILL HOUSE,BRANTHWAITE,WORKINGTON,CUMBRIA,,CUMBERLAND UA,NY0595024850,,,NW,EA North West Region,017590098,2,CHANNEL TO MILL POND O/F,7.0,Pond/Lake/Reservoir,,03/25/86 00:00:00,,Z1,PRE NRA LEGISLATION WHERE ISSUE DATE < 01-SEP-89 (HISTORIC ONLY),1,T,Trade,NY0595024850,1,AF,AGRICULTURE - FISH FARMING - NOT WATER COMPANY,NY0595024850,305950,524850,"('017590098', 2)"
UNITED UTILITIES WATER LIMITED,WILLIAMSGATE WTW,36,WTW/Water Collection/Treatment/Supply,LAND ADJACENT TO A595,REDMAIN,COCKERMOUTH,CUMBRIA,CA13 0QA,CUMBERLAND UA,NY1355034174,,,NW,EA North West Region,EPRAB3158GX,1,GROUNDWATER,3.0,Into land / infiltration system,09/08/23 00:00:00,09/08/23 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,S,Sewage - water company,NY1340034334,1,SA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,NY1342034312,313550,534174,"('EPRAB3158GX', 1)"
UNITED UTILITIES WATER LIMITED,WILLIAMSGATE WTW,36,WTW/Water Collection/Treatment/Supply,LAND ADJACENT TO A595,REDMAIN,COCKERMOUTH,CUMBRIA,CA13 0QA,CUMBERLAND UA,NY1355034174,,,NW,EA North West Region,EPRWB3898AV,1,BRIDES BECK,1.0,Freshwater river,08/22/24 00:00:00,08/22/24 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,T,Trade,NY1315234491,2,TI,TRADE DISCHARGES - TRADE EFFLUENT IN AN EMERGENCY - WATER COMPANY,NY1314334397,313550,534174,"('EPRWB3898AV', 1)"
UNITED UTILITIES WATER LIMITED,WILLIAMSGATE WTW,36,WTW/Water Collection/Treatment/Supply,LAND ADJACENT TO A595,REDMAIN,COCKERMOUTH,CUMBRIA,CA13 0QA,CUMBERLAND UA,NY1355034174,,,NW,EA North West Region,EPRWB3898AV,1,BRIDES BECK,1.0,Freshwater river,08/22/24 00:00:00,08/22/24 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,T,Trade,NY1315234491,1,TA,TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW),NY1314334397,313550,534174,"('EPRWB3898AV', 1)"
UNITED UTILITIES WATER LIMITED,QUARRY HILL WTW,36,WTW/Water Collection/Treatment/Supply,WIGTON,,,CUMBRIA,,CUMBERLAND UA,NY2173040690,,,NW,EA North West Region,017580223,1,RIVER ELLEN,1.0,Freshwater river,,11/16/90 00:00:00,,Z2,POST NRA LEGISLATION WHERE ISSUE DATE > 31-AUG-89 (HISTORIC ONLY),2,S,Sewage - water company,NY2173040690,1,SB,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,NY2173040690,321730,540690,"('017580223', 1)"
UNITED UTILITIES WATER LIMITED,QUARRY HILL WTW,36,WTW/Water Collection/Treatment/Supply,WIGTON,,,CUMBRIA,,CUMBERLAND UA,NY2173040690,,,NW,EA North West Region,017580223,1,RIVER ELLEN,1.0,Freshwater river,,11/16/90 00:00:00,,Z2,POST NRA LEGISLATION WHERE ISSUE DATE > 31-AUG-89 (HISTORIC ONLY),1,S,Sewage - water company,NY2173040690,1,SA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,NY2173040690,321730,540690,"('017580223', 1)"
UNITED UTILITIES WATER LIMITED,QUARRY HILL WTW,36,WTW/Water Collection/Treatment/Supply,WIGTON,,,CUMBRIA,,CUMBERLAND UA,NY2173040690,,,NW,EA North West Region,017580227,2,ONTO OR INTO LAND,3.0,Into land / infiltration system,,07/23/91 00:00:00,,Z2,POST NRA LEGISLATION WHERE ISSUE DATE > 31-AUG-89 (HISTORIC ONLY),1,T,Trade,NY2196041180,1,TA,TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW),NY2196041180,321730,540690,"('017580227', 2)"
MR ANDREW LEWINGTON,LITTLE DODD GARDEN CENTRE,47,Shop incl Garden Centre/Retail Trade(not Motor Vehicle),UNDERSKIDDAW,KESWICK,,CUMBRIA,CA12 4PY,CUMBERLAND UA,NY2505026037,R DERWENT (BASSENTHWAITE),75/010,NW,EA North West Region,01291*,2,BECK,1.0,Freshwater river,,01/01/95 00:00:00,,Z2,POST NRA LEGISLATION WHERE ISSUE DATE > 31-AUG-89 (HISTORIC ONLY),1,U,Sewage - not water company,NY2505026037,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,NY2505026037,325050,526037,"('01291*', 2)"
MR ANDREW LEWINGTON,LITTLE DODD GARDEN CENTRE,47,Shop incl Garden Centre/Retail Trade(not Motor Vehicle),UNDERSKIDDAW,KESWICK,,CUMBRIA,CA12 4PY,CUMBERLAND UA,NY2505026037,R DERWENT (BASSENTHWAITE),75/010,NW,EA North West Region,017590421,1,TRIB OF RIVER DERWENT,1.0,Freshwater river,06/22/05 00:00:00,06/22/05 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,Y,Sewage and Trade combined,NY2493026070,1,YZ,SEWAGE & TRADE COMBINED - UNSPECIFIED,NY2501026050,325050,526037,"('017590421', 1)"
NATIONAL TRUST (ENTERPRISES) LIMITED (THE),LOW WRAY CAMPSITE,55,Holiday Accom/Camp Site/Caravan Site/Hotel/Hostel,WOODLAND / PEATHOUSE / LOW WRAY,AMBLESIDE,LOW WRAY,CUMBRIA,LA22 0JA,W.MORLAND & FURN UA,NY3724101730,,,NW,EA North West Region,EPRFB3492RD,1,HOGG HOUSE BECK,1.0,Freshwater river,12/22/16 00:00:00,04/01/17 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,U,Sewage - not water company,NY3714101399,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,NY3713601475,337241,501730,"('EPRFB3492RD', 1)"
NATIONAL TRUST (ENTERPRISES) LIMITED (THE),LOW WRAY CAMPSITE,55,Holiday Accom/Camp Site/Caravan Site/Hotel/Hostel,WOODLAND / PEATHOUSE / LOW WRAY,AMBLESIDE,LOW WRAY,CUMBRIA,LA22 0JA,W.MORLAND & FURN UA,NY3724101730,,,NW,EA North West Region,EPRFB3492NV,1,BLELHAM BECK,1.0,Freshwater river,12/22/16 00:00:00,04/01/17 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,U,Sewage - not water company,NY3704301678,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,NY3704301678,337241,501730,"('EPRFB3492NV', 1)"
THE NATIONAL TRUST (HEAD OFFICE),LOW WRAY CAMPSITE,55,Holiday Accom/Camp Site/Caravan Site/Hotel/Hostel,WOODLAND / PEATHOUSE / LOW WRAY,AMBLESIDE,LOW WRAY,CUMBRIA,LA22 0JA,W.MORLAND & FURN UA,NY3724101730,,,NW,EA North West Region,EPRBB3990RJ,1,GROUNDWATER,3.0,Into land / infiltration system,01/21/15 00:00:00,04/01/15 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,U,Sewage - not water company,NY3723301730,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,NY3723301730,337241,501730,"('EPRBB3990RJ', 1)"
ULLSWATER HOTEL LIMITED,GLENRIDDING HOUSE,55,Holiday Accom/Camp Site/Caravan Site/Hotel/Hostel,GLENRIDDING,,PENRITH,CUMBRIA,CA11 0PH,W.MORLAND & FURN UA,NY3865417141,,,NW,EA North West Region,EPRUB3436AD,1,LAND VIA A SOAKAWAY,3.0,Into land / infiltration system,08/02/13 00:00:00,08/02/13 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,U,Sewage - not water company,NY3871717277,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,NY3871517276,338654,517141,"('EPRUB3436AD', 1)"
ULLSWATER HOTEL LTD,GLENRIDDING HOUSE,55,Holiday Accom/Camp Site/Caravan Site/Hotel/Hostel,GLENRIDDING,,PENRITH,CUMBRIA,CA11 0PH,W.MORLAND & FURN UA,NY3865417141,RIVER EAMONT,76/11Y,NW,EA North West Region,017690419,1,GROUNDWATERS VIA SOAKAWAY,5.0,Into groundwater via borehole,05/22/02 00:00:00,01/01/15 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,Y,Sewage and Trade combined,NY3872017230,1,YZ,SEWAGE & TRADE COMBINED - UNSPECIFIED,NY3872017230,338654,517141,"('017690419', 1)"
DAVID SKELTON & ELIZABETH SKELTON,HIGHGATE FARM,A0,Domestic property (single) (incl farm house),MORLAND,PENRITH,,CUMBRIA,CA10 3BB,W.MORLAND & FURN UA,NY6058022470,,,NW,EA North West Region,EPRDB3995WE,1,GROUNDWATER,3.0,Into land / infiltration system,05/27/16 00:00:00,05/27/16 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,U,Sewage - not water company,NY6069722605,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,NY6068822564,360580,522470,"('EPRDB3995WE', 1)"
DAVID SKELTON & ELIZABETH SKELTON,HIGHGATE FARM,A0,Domestic property (single) (incl farm house),MORLAND,PENRITH,,CUMBRIA,CA10 3BB,W.MORLAND & FURN UA,NY6058022470,RIVER EDEN,76/050,NW,EA North West Region,017690567,2,GROUNDWATER VIA A SOAKAWAY,3.0,Into land / infiltration system,11/30/12 00:00:00,11/30/12 00:00:00,,E7,VARIED UNDER EPR 2010,1,U,Sewage - not water company,NY6058022470,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,NY6058022470,360580,522470,"('017690567', 2)"
NORTHUMBRIAN WATER LIMITED,LEAPLISH WATERSIDE PARK,93,"Sport, Amusement+Recreation/Golf Club/Gym/Theme Pk/Spa",KIELDER WATER,NR HEXHAM,NORTHUMBERLAND,,,NORTHUMBERLAND UA,NY6605087770,,,NE,EA North East Region,231/0978,1,KIELDER WATER,7.0,Pond/Lake/Reservoir,06/10/96 00:00:00,06/10/96 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,T,Trade,NY6605087770,1,DB,MISCELLANEOUS DISCHARGES - SWIMMING POOL WATER,NY6605087770,366050,587770,"('231/0978', 1)"
NORTHUMBRIAN WATER LIMITED,LEAPLISH WATERSIDE PARK,93,"Sport, Amusement+Recreation/Golf Club/Gym/Theme Pk/Spa",KIELDER WATER,NR HEXHAM,NORTHUMBERLAND,,,NORTHUMBERLAND UA,NY6605087770,,,NE,EA North East Region,231/1031,4,KEILDER RESERVOIR,7.0,Pond/Lake/Reservoir,02/16/99 00:00:00,09/30/06 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,S,Sewage - water company,NY6616087910,1,SA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,NY6605087770,366050,587770,"('231/1031', 4)"
THE KENNEL CLUB LIMITED,EMBLEHOPE FARM,A0,Domestic property (single) (incl farm house),EMBLEHOPE ESTATES,TARSET,HEXHAM,NORTHUMBERLAND,NE48 1RX,NORTHUMBERLAND UA,NY7476794835,,,NE,EA North East Region,EPRKB3798EX,1,SMALLHOPE BURN,1.0,Freshwater river,09/26/18 00:00:00,09/26/18 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,U,Sewage - not water company,NY7408594786,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,NY7408594786,374767,594835,"('EPRKB3798EX', 1)"
THE KENNEL CLUB LIMITED,EMBLEHOPE FARM,A0,Domestic property (single) (incl farm house),EMBLEHOPE ESTATES,TARSET,HEXHAM,NORTHUMBERLAND,NE48 1RX,NORTHUMBERLAND UA,NY7476794835,,,NE,EA North East Region,EPRHB3691AG,1,TARN BARN,1.0,Freshwater river,02/23/18 00:00:00,02/23/18 00:00:00,,E6,NEW ISSUED UNDER EPR 2010,1,U,Sewage - not water company,NY7528094880,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,NY7489794846,374767,594835,"('EPRHB3691AG', 1)"
NORTHUMBRIAN WATER LIMITED,WALL SEWAGE TREATMENT WORKS,A2,WwTW/Sewage Treatment Works (water company),WALL,HEXHAM,,,,NORTHUMBERLAND UA,NY9160068500,,,NE,EA North East Region,231/A/0454,1,NORTH TYNE,1.0,Freshwater river,06/28/76 00:00:00,06/28/76 00:00:00,,B1,TRANSFERRED FROM R(PP)A 1951-1961,1,S,Sewage - water company,NY9136068550,1,SB,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,NY9160068500,391600,568500,"('231/A/0454', 1)"
NORTHUMBRIAN WATER LIMITED,WALL SEWAGE TREATMENT WORKS,A2,WwTW/Sewage Treatment Works (water company),WALL,HEXHAM,,,,NORTHUMBERLAND UA,NY9160068500,,,NE,EA North East Region,231/A/0453,1,NORTH TYNE,1.0,Freshwater river,06/28/76 00:00:00,06/28/76 00:00:00,,B1,TRANSFERRED FROM R(PP)A 1951-1961,1,S,Sewage - water company,NY9136068550,1,SB,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,NY9160068500,391600,568500,"('231/A/0453', 1)"
MR T M REED,RENNYS BARN,01,Farms (not house)/Crop + Animal Rearing/Plant Nursery,STEEL,HEXHAM,NORTHUMBERLAND,,NE47 0HL,NORTHUMBERLAND UA,NY9248055610,,,NE,EA North East Region,233/1100,1,DEVILS WATER TRIB,1.0,Freshwater river,12/16/96 00:00:00,12/16/96 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,U,Sewage - not water company,NY9248055610,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,NY9248055610,392480,555610,"('233/1100', 1)"
NORTHUMBERLAND COUNTY COUNCIL,RENNYS BARN,01,Farms (not house)/Crop + Animal Rearing/Plant Nursery,STEEL,HEXHAM,NORTHUMBERLAND,,NE47 0HL,NORTHUMBERLAND UA,NY9248055610,,,NE,EA North East Region,233/C/0086,1,"DEVIL'S WATER, TRIBUTARY OF",1.0,Freshwater river,03/17/67 00:00:00,03/17/67 00:00:00,,B1,TRANSFERRED FROM R(PP)A 1951-1961,1,T,Trade,NY9248055610,1,TF,TRADE DISCHARGES - PROCESS EFFLUENT - NOT WATER COMPANY,NY9248055610,392480,555610,"('233/C/0086', 1)"
NORTH TYNE ROADSTONE LTD,MOOTLAW QUARRY,08,Mineral/Gravel Extraction/Quarrying,MATFEN,-,-,NORTHUMBERLAND,NE20 0TB,NORTHUMBERLAND UA,NZ0251074730,,,NE,EA North East Region,EPRRP3694VP,1,TRIB HOLWAY BURN,1.0,Freshwater river,03/28/11 00:00:00,03/28/11 00:00:00,,E7,VARIED UNDER EPR 2010,1,T,Trade,NZ0225075000,1,TG,TRADE DISCHARGES - MINERAL WORKINGS,NZ0240074760,402510,574730,"('EPRRP3694VP', 1)"
NORTH TYNE ROADSTONE LTD,MOOTLAW QUARRY,08,Mineral/Gravel Extraction/Quarrying,MATFEN,-,-,NORTHUMBERLAND,NE20 0TB,NORTHUMBERLAND UA,NZ0251074730,,,NE,EA North East Region,226/1162,1,COAL BURN(R BLYTH),1.0,Freshwater river,06/11/99 00:00:00,06/11/99 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,T,Trade,NZ0224076750,1,TG,TRADE DISCHARGES - MINERAL WORKINGS,NZ0224076750,402510,574730,"('226/1162', 1)"
T & AE MILLER,AIRY HOLM FARM,A0,Domestic property (single) (incl farm house),KILN PIT HILL,,,CONSETT,DH8 9SL,NORTHUMBERLAND UA,NZ0495053880,,,NE,EA North East Region,234/1080,1,SHOTLEYFIELD BURN,1.0,Freshwater river,02/21/03 00:00:00,02/21/03 00:00:00,,E5,"CONSENTS WITHOUT APPLICATION (WRA 91, SCHED 10)",1,U,Sewage - not water company,NZ0503053700,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,NZ0499053870,404950,553880,"('234/1080', 1)"
T & AE MILLER,AIRY HOLM FARM,A0,Domestic property (single) (incl farm house),KILN PIT HILL,,,CONSETT,DH8 9SL,NORTHUMBERLAND UA,NZ0495053880,,,NE,EA North East Region,234/1081,1,SHOTLEYFIELD BURN,1.0,Freshwater river,02/21/03 00:00:00,02/21/03 00:00:00,,E5,"CONSENTS WITHOUT APPLICATION (WRA 91, SCHED 10)",1,U,Sewage - not water company,NZ0503053700,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,NZ0492053850,404950,553880,"('234/1081', 1)"
NORTHUMBRIAN WATER LIMITED,BARNARD CASTLE STW,A2,WwTW/Sewage Treatment Works (water company),.,.,BARNARD CASTLE,COUNTY DURHAM,DL12 8PE,COUNTY DURHAM UA,NZ0540015900,TEES (MIDDLE) AND TRIBS,252060,NE,EA North East Region,25/02/1111,2,RIVER TEES,1.0,Freshwater river,10/14/08 00:00:00,04/01/09 00:00:00,,E0,MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995),2,S,Sewage - water company,NZ0582015460,4,SD,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,NZ0588015530,405400,515900,"('25/02/1111', 2)"
NORTHUMBRIAN WATER LIMITED,BARNARD CASTLE STW,A2,WwTW/Sewage Treatment Works (water company),.,.,BARNARD CASTLE,COUNTY DURHAM,DL12 8PE,COUNTY DURHAM UA,NZ0540015900,TEES (MIDDLE) AND TRIBS,252060,NE,EA North East Region,25/02/1111,2,RIVER TEES,1.0,Freshwater river,10/14/08 00:00:00,04/01/09 00:00:00,,E0,MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995),2,S,Sewage - water company,NZ0582015460,2,SB,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,NZ0584015560,405400,515900,"('25/02/1111', 2)"
NORTHUMBRIAN WATER LIMITED,BARNARD CASTLE STW,A2,WwTW/Sewage Treatment Works (water company),.,.,BARNARD CASTLE,COUNTY DURHAM,DL12 8PE,COUNTY DURHAM UA,NZ0540015900,TEES (MIDDLE) AND TRIBS,252060,NE,EA North East Region,25/02/1111,2,RIVER TEES,1.0,Freshwater river,10/14/08 00:00:00,04/01/09 00:00:00,,E0,MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995),1,S,Sewage - water company,NZ0589015590,1,SA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - WATER COMPANY,NZ0596015460,405400,515900,"('25/02/1111', 2)"
NORTHUMBRIAN WATER LIMITED,BARNARD CASTLE STW,A2,WwTW/Sewage Treatment Works (water company),.,.,BARNARD CASTLE,COUNTY DURHAM,DL12 8PE,COUNTY DURHAM UA,NZ0540015900,TEES (MIDDLE) AND TRIBS,252060,NE,EA North East Region,25/02/1111,2,RIVER TEES,1.0,Freshwater river,10/14/08 00:00:00,04/01/09 00:00:00,,E0,MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995),2,S,Sewage - water company,NZ0582015460,3,SD,SEWAGE DISCHARGES - PUMPING STATION - WATER COMPANY,NZ0584015560,405400,515900,"('25/02/1111', 2)"
NORTHUMBRIAN WATER LIMITED,BARNARD CASTLE STW,A2,WwTW/Sewage Treatment Works (water company),.,.,BARNARD CASTLE,COUNTY DURHAM,DL12 8PE,COUNTY DURHAM UA,NZ0540015900,TEES (MIDDLE) AND TRIBS,252060,NE,EA North East Region,25/02/1111,2,RIVER TEES,1.0,Freshwater river,10/14/08 00:00:00,04/01/09 00:00:00,,E0,MODIFIED - (WRA 91 SCHED 10 - AS AMENDED BY ENV ACT 1995),2,S,Sewage - water company,NZ0582015460,1,SB,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,NZ0589015530,405400,515900,"('25/02/1111', 2)"
NORTHUMBRIAN WATER LIMITED,BARNARD CASTLE STW,A2,WwTW/Sewage Treatment Works (water company),.,.,BARNARD CASTLE,COUNTY DURHAM,DL12 8PE,COUNTY DURHAM UA,NZ0540015900,TEES (MIDDLE) AND TRIBS,252060,NE,EA North East Region,252/A/0559,2,RIVER TEES,1.0,Freshwater river,04/10/18 00:00:00,04/10/18 00:00:00,,E7,VARIED UNDER EPR 2010,1,S,Sewage - water company,NZ0523215935,1,SB,SEWAGE DISCHARGES - STW STORM OVERFLOW/STORM TANK - WATER COMPANY,NZ0523315960,405400,515900,"('252/A/0559', 2)"
C J MARTELL,PANSHIELD FARM,A0,Domestic property (single) (incl farm house),SHOTLEY BRIDGE,COUNTY DURHAM,,,,NORTHUMBERLAND UA,NZ0900054000,,,NE,EA North East Region,234/G/0069,1,"DERWENT, DITCH TO",1.0,Freshwater river,05/02/55 00:00:00,05/02/55 00:00:00,,B1,TRANSFERRED FROM R(PP)A 1951-1961,1,U,Sewage - not water company,NZ0900054000,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,NZ0900054000,409000,554000,"('234/G/0069', 1)"
C J MARTELL,PANSHIELD FARM,A0,Domestic property (single) (incl farm house),SHOTLEY BRIDGE,COUNTY DURHAM,,,,NORTHUMBERLAND UA,NZ0900054000,,,NE,EA North East Region,234/1047,1,TRIB RIVER DERWENT,1.0,Freshwater river,01/13/99 00:00:00,01/13/99 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,U,Sewage - not water company,NZ0902053920,1,UA,SEWAGE DISCHARGES - FINAL/TREATED EFFLUENT - NOT WATER COMPANY,NZ0902053920,409000,554000,"('234/1047', 1)"
NORTHUMBRIAN WATER LIMITED,HORSLEY WATER TREATMENT WORKS,36,WTW/Water Collection/Treatment/Supply,HORSLEY,WYLAM,.,NORTHUMBERLAND,NE15 0PE,NORTHUMBERLAND UA,NZ0940065600,,,NE,EA North East Region,233/1191,3,KITTY'S BURN,1.0,Freshwater river,10/05/17 00:00:00,06/01/18 00:00:00,,E7,VARIED UNDER EPR 2010,1,T,Trade,NZ0948065740,1,TA,TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW),NZ0948065740,409400,565600,"('233/1191', 3)"
NORTHUMBRIAN WATER LIMITED,HORSLEY WATER TREATMENT WORKS,36,WTW/Water Collection/Treatment/Supply,HORSLEY,WYLAM,.,NORTHUMBERLAND,NE15 0PE,NORTHUMBERLAND UA,NZ0940065600,,,NE,EA North East Region,233/1159,1,KITTY'S BURN (RIVER TYNE),1.0,Freshwater river,09/26/00 00:00:00,09/26/00 00:00:00,,E4,"NEW CONSENT (WRA 91, S88 & SCHED 10 AS AMENDED BY ENV ACT 1995)",1,T,Trade,NZ0955065560,1,TI,TRADE DISCHARGES - TRADE EFFLUENT IN AN EMERGENCY - WATER COMPANY,NZ0960065580,409400,565600,"('233/1159', 1)"
NORTHUMBRIAN WATER LIMITED,HORSLEY WATER TREATMENT WORKS,36,WTW/Water Collection/Treatment/Supply,HORSLEY,WYLAM,.,NORTHUMBERLAND,NE15 0PE,NORTHUMBERLAND UA,NZ0940065600,,,NE,EA North East Region,233/1196,1,KITTY'S BURN,1.0,Freshwater river,09/30/02 00:00:00,09/30/02 00:00:00,,N4,"NEW CONSENT, (WATER INDUSTRY ACT 1991, SECTION 166)",1,T,Trade,NZ0955065560,1,TA,TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW),NZ0960065580,409400,565600,"('233/1196', 1)"
NORTHUMBRIAN WATER LIMITED,HORSLEY WATER TREATMENT WORKS,36,WTW/Water Collection/Treatment/Supply,HORSLEY,WYLAM,.,NORTHUMBERLAND,NE15 0PE,NORTHUMBERLAND UA,NZ0940065600,,,NE,EA North East Region,233/1191,3,KITTY'S BURN,1.0,Freshwater river,10/05/17 00:00:00,06/01/18 00:00:00,,E7,VARIED UNDER EPR 2010,1,T,Trade,NZ0948065740,2,TA,TRADE DISCHARGES - PROCESS EFFLUENT - WATER COMPANY (WTW),NZ0948065740,409400,565600,"('233/1191', 3)"
